	Ar	Gata3	Klf5	Klf7	Maz	Mecom	Nfe2	Pou2f2	Prdm16	Stat1	Zfp148
Pcbp3	0	0	0	0	0	1.0	0	0	0	0	0
Pcdh19	0	0	0	0	0	-1.0	0	0	0	0	0
Pcdhga12	1.0	0	0	0	0	0	0	0	0	0	0
Pcdhga8	1.0	0	0	0	0	0	0	0	0	0	0
Pcdhgb4	1.0	0	0	0	0	0	0	0	0	0	0
Pcdhgb5	1.0	0	0	0	0	0	0	0	0	0	0
Pcdhgb6	1.0	0	0	0	0	0	0	0	0	0	0
Pclo	0	0	-1.0	0	0	0	0	0	0	0	-1.0
Pcna	0	0	0	0	0	0	0	0	0	0	-1.0
Pdcd1lg2	0	0	0	0	0	1.0	0	0	0	0	0
Pdcd4	0	0	0	0	0	1.0	0	0	0	0	0
Pde11a	1.0	1.0	0	0	0	0	0	1.0	0	0	0
Pde1c	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Pde2a	0	0	-1.0	0	0	0	0	0	0	0	-1.0
Pde3b	0	0	0	0	0	0	1.0	0	0	0	0
Pde4a	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Pde4b	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0
Pde4d	1.0	1.0	0	0	0	0	0	1.0	0	0	0
Pde7a	0	0	0	0	0	0	0	1.0	0	0	0
Pde7b	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Pdgfc	0	0	-1.0	0	0	0	0	0	0	0	-1.0
Pdgfrb	0	0	0	0	0	0	1.0	0	0	0	0
Pdlim1	0	0	0	0	0	0	1.0	0	0	0	0
Per1	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Pfkm	0	0	0	0	0	0	0	1.0	0	0	0
Pfkp	0	-1.0	0	0	0	-1.0	0	0	-1.0	0	-1.0
Pglyrp2	0	0	0	0	0	1.0	1.0	0	0	0	0
Phactr2	0	0	0	0	0	0	0	1.0	0	0	0
Phf13	0	0	0	0	0	0	0	0	0	0	-1.0
Phf23	0	0	0	0	-1.0	0	0	-1.0	0	0	-1.0
Phf6	0	1.0	0	0	0	0	0	0	0	0	0
Phgdh	0	0	0	0	0	0	1.0	0	0	0	0
Phldb1	0	0	-1.0	0	0	-1.0	0	0	-1.0	0	-1.0
Phldb3	0	1.0	0	0	0	0	0	0	0	0	0
Phlpp1	0	-1.0	0	0	0	-1.0	0	0	-1.0	0	0
Phtf2	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Pigp	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Pik3c2a	0	1.0	0	0	0	1.0	0	0	0	0	0
Pik3ip1	1.0	0	0	0	0	0	0	0	0	0	0
Pik3r1	0	0	-1.0	0	-1.0	0	0	-1.0	0	-1.0	-1.0
Pik3r2	1.0	0	0	0	0	0	0	0	0	0	0
Pip4k2b	0	0	0	0	0	0	1.0	0	0	0	0
Pip5k1b	0	0	0	0	0	0	1.0	0	0	0	0
Pitpnc1	0	0	0	0	0	0	1.0	0	0	0	0
Pitpnm2	0	0	0	0	0	0	1.0	0	0	0	0
Plac8	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Plat	0	0	0	0	0	0	0	-1.0	0	0	0
Plaur	0	0	0	0	0	0	0	1.0	0	0	0
Plcb4	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Plcg1	0	0	0	0	0	0	0	1.0	0	0	0
Plcl1	0	0	0	0	0	0	1.0	0	0	0	0
Plec	0	0	0	0	0	0	1.0	1.0	0	0	0
Plekha1	0	0	0	-1.0	0	0	0	0	0	0	0
Plekha2	0	0	0	0	-1.0	0	0	-1.0	0	-1.0	-1.0
Plekha7	0	1.0	0	0	0	0	0	1.0	0	0	0
Plekhg3	0	0	0	0	0	1.0	0	0	0	0	0
Plekhg5	1.0	0	0	0	0	0	0	1.0	0	0	0
Plk3	0	0	0	0	0	0	1.0	0	0	0	0
Pltp	0	0	0	0	0	0	0	0	0	-1.0	0
Plxdc2	0	0	0	0	0	0	1.0	1.0	0	0	0
Plxna2	0	0	0	0	0	0	0	0	0	0	-1.0
Plxnc1	0	0	0	0	-1.0	0	0	0	0	-1.0	0
Pmaip1	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Pmepa1	0	0	0	0	0	0	0	-1.0	0	0	0
Pmm1	1.0	0	0	0	0	0	0	0	0	0	0
Pms2	0	0	0	0	0	0	0	0	0	-1.0	0
Pnpla2	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0
Pnpla3	0	0	-1.0	0	0	0	0	-1.0	0	0	0
Poc1b	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Podxl	0	0	0	0	-1.0	0	0	0	0	0	0
Poli	0	0	0	0	0	0	1.0	0	0	0	0
Polr1a	0	1.0	0	0	0	0	0	0	0	0	0
Polr2a	0	0	0	0	-1.0	0	0	-1.0	0	0	-1.0
Polr3h	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Pon2	0	0	0	0	0	0	0	0	0	0	-1.0
Por	0	0	0	-1.0	0	0	0	0	0	0	0
Pou2f2	0	0	0	0	0	0	0	1.0	0	0	0
Ppard	0	0	0	-1.0	0	0	0	0	0	0	-1.0
Pparg	0	0	0	0	0	1.0	1.0	0	0	0	0
Ppfibp1	1.0	0	0	0	0	0	0	0	0	0	0
Ppfibp2	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Ppil6	0	0	0	0	0	0	0	-1.0	0	0	0
Ppm1g	0	0	-1.0	0	0	0	0	0	0	0	0
Ppm1j	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	-1.0
Ppm1l	1.0	1.0	0	0	0	0	0	1.0	0	0	0
Ppp1r10	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0
Ppp1r16b	0	-1.0	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0
Ppp1r3f	1.0	1.0	0	0	0	1.0	0	0	0	0	0
Ppp1r9a	0	0	0	0	-1.0	0	0	0	0	0	0
Ppp2r3a	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Ppp2r5c	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Ppp3ca	1.0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Ppp3cc	0	0	0	0	0	0	0	0	0	-1.0	0
Ppp3r1	0	1.0	0	0	0	0	0	0	0	0	0
Pqlc3	0	0	0	0	0	0	1.0	0	0	0	0
Prc1	0	1.0	0	0	0	0	0	0	0	0	0
Prdm1	0	0	0	0	0	1.0	1.0	1.0	0	0	0
Prdm2	0	0	0	0	0	0	0	0	0	-1.0	0
Prex1	0	0	-1.0	-1.0	-1.0	0	0	0	0	-1.0	-1.0
Prim1	0	0	0	0	0	0	0	1.0	0	0	0
Prkacb	0	0	0	0	0	0	0	1.0	0	0	0
Prkag2	0	1.0	0	0	0	0	1.0	0	0	0	0
Prkcb	0	0	0	0	0	0	1.0	1.0	0	0	0
Prkce	1.0	1.0	0	0	0	0	0	0	0	0	0
Prkch	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	0
Prkcq	1.0	1.0	0	0	0	0	0	1.0	0	0	0
Prkdc	1.0	0	0	0	0	0	0	0	0	0	0
Prokr1	0	1.0	0	0	0	0	0	1.0	0	0	0
Prorsd1	0	-1.0	0	0	0	0	0	0	0	0	0
Prr5	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0
Prr5l	0	0	0	0	-1.0	-1.0	0	0	0	-1.0	-1.0
Prr7	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Prss51	0	-1.0	0	0	0	0	0	-1.0	0	0	0
Prss53	0	0	-1.0	0	0	0	0	0	0	0	0
Psd4	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0
Psen2	1.0	1.0	0	0	0	1.0	1.0	0	0	0	0
Ptch1	0	0	0	0	0	0	1.0	0	0	0	0
Ptov1	0	0	0	0	0	1.0	0	0	0	0	0
Ptpn1	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Ptpn13	0	1.0	0	0	0	0	1.0	0	0	0	0
Ptpn6	0	0	0	0	0	0	0	1.0	0	0	0
Ptprc	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0
Ptprcap	1.0	0	0	0	0	0	0	0	0	0	0
Ptprj	0	-1.0	0	0	0	0	0	-1.0	0	0	0
Qser1	0	1.0	0	0	0	0	0	0	0	0	0
R3hdm1	0	0	0	0	0	1.0	0	0	0	0	0
Rab20	0	0	0	0	0	0	1.0	0	0	0	0
Rab22a	0	-1.0	0	0	0	0	0	0	0	0	-1.0
Rab27b	1.0	0	0	0	0	1.0	1.0	0	0	0	0
Rab30	0	0	0	0	0	0	1.0	0	0	0	0
Rab4a	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Rabgap1l	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0
Rabgef1	0	-1.0	0	0	0	0	0	0	0	0	0
Rabif	0	0	0	-1.0	0	0	0	0	0	0	0
Rad50	0	1.0	0	0	0	0	0	0	0	0	0
Rai1	0	1.0	0	0	0	1.0	0	0	0	0	0
Ralgps1	0	1.0	0	0	0	0	0	0	0	0	0
Ralgps2	0	0	0	0	0	0	1.0	1.0	0	0	0
Rapgef2	0	1.0	0	0	0	0	1.0	0	0	0	0
Rasa2	0	0	0	0	0	0	0	0	0	-1.0	0
Rasal3	0	0	0	0	0	1.0	1.0	0	0	0	0
Rasd2	0	0	-1.0	0	0	0	0	0	0	0	-1.0
Rasgef1a	0	0	0	0	0	0	0	-1.0	0	0	0
Rasgrp1	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Rasl11b	0	0	0	-1.0	0	0	0	0	0	0	0
Rassf1	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0
Rassf3	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0
Rassf5	0	1.0	0	0	0	1.0	0	0	0	0	0
Rb1	1.0	0	0	0	0	0	0	1.0	0	0	0
Rbl1	0	1.0	0	0	0	0	0	0	0	0	0
Rbm12	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Rbm20	0	0	0	0	0	1.0	0	1.0	0	0	0
Rbm43	0	0	0	0	0	0	1.0	1.0	0	0	0
Rbm47	1.0	0	0	0	0	0	1.0	0	0	0	0
Rbms1	0	0	0	0	0	0	0	1.0	0	0	0
Rbpj	0	1.0	0	0	0	1.0	0	0	0	0	0
Rcn1	0	0	0	0	0	0	0	1.0	0	0	0
Rcor3	0	0	0	0	0	0	1.0	0	0	0	0
Rcsd1	0	1.0	0	0	0	0	1.0	0	0	0	0
Reck	0	0	0	-1.0	0	0	0	0	0	0	0
Recql4	0	0	0	0	0	0	1.0	1.0	0	0	0
Reep3	0	-1.0	-1.0	0	0	-1.0	0	0	0	-1.0	0
Reep5	0	0	0	0	0	0	1.0	0	0	0	0
Relb	0	0	-1.0	0	0	0	0	0	0	0	0
Reps2	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0
Ret	0	0	0	0	0	0	1.0	0	0	0	0
Rgl3	0	0	-1.0	0	0	0	0	0	0	0	0
Rgmb	0	0	0	0	0	0	0	0	0	-1.0	0
Rgs10	1.0	0	0	0	0	0	1.0	0	0	0	0
Rgs16	0	0	0	0	0	0	0	0	0	0	-1.0
Rgs2	0	1.0	0	0	0	0	0	0	0	0	0
Rhbdf2	0	-1.0	0	-1.0	0	0	0	0	0	0	0
Ric8	0	0	0	0	0	0	0	-1.0	0	0	-1.0
Riok2	0	0	0	0	0	0	0	0	0	-1.0	0
Rnd1	0	0	-1.0	0	0	0	0	0	0	0	0
Rnd3	0	0	0	0	0	0	0	0	0	-1.0	0
Rnf130	0	0	0	0	0	0	1.0	0	0	0	0
Rnf144a	0	0	0	0	0	1.0	0	0	0	0	0
Rnf144b	0	0	0	0	0	0	1.0	0	0	0	0
Rnf145	0	-1.0	0	0	0	0	0	0	0	-1.0	0
Rnf149	0	0	0	0	0	0	0	0	0	-1.0	0
Rnf166	0	0	0	0	0	0	0	1.0	0	0	0
Rnf19b	0	0	0	0	0	0	1.0	0	0	0	0
Rnf217	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0
Rnf43	0	0	0	0	-1.0	0	0	0	0	0	0
Robo1	0	0	0	0	0	0	0	1.0	0	0	0
Rora	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Rpl13	1.0	0	0	0	0	0	1.0	0	0	0	0
Rpl13a	1.0	0	0	0	0	0	0	1.0	0	0	0
Rpl7	0	0	0	0	0	0	0	1.0	0	0	0
Rplp1	0	1.0	0	0	0	0	0	0	0	0	0
Rps11	0	0	0	0	0	0	0	1.0	0	0	0
Rps3	0	0	0	0	0	0	0	1.0	0	0	0
Rps6ka1	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Rps6ka2	0	0	-1.0	0	0	0	0	0	0	0	-1.0
Runx2	0	-1.0	0	-1.0	0	0	0	-1.0	0	-1.0	-1.0
Rxrg	0	0	0	0	0	0	0	1.0	0	0	0
Ryr1	0	0	0	0	-1.0	0	0	0	0	0	-1.0
S100a10	0	-1.0	0	0	0	0	0	0	0	0	0
S1pr4	0	0	0	0	0	0	1.0	0	0	0	0
Samd10	0	0	0	0	0	0	1.0	1.0	0	0	0
Samd3	0	0	0	0	-1.0	0	0	0	0	0	0
Samd4	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Samhd1	0	0	0	0	0	0	1.0	0	0	0	0
Samsn1	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Sash3	0	1.0	0	0	0	1.0	0	0	0	0	0
Satb1	0	0	0	0	-1.0	0	0	-1.0	0	0	0
Sbno2	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0
Scd2	0	1.0	0	0	0	0	0	0	0	0	0
Scel	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Scin	0	0	0	0	0	0	1.0	0	0	0	0
Scrt1	0	-1.0	0	0	0	0	0	0	0	0	0
Sdc1	0	0	0	0	0	0	0	-1.0	0	0	0
Sdc2	0	-1.0	0	0	0	0	0	0	0	0	0
Sec24d	0	-1.0	0	0	0	0	0	-1.0	0	0	0
Sel1l3	0	0	0	0	-1.0	0	0	-1.0	0	0	-1.0
Sell	0	-1.0	0	0	0	0	0	0	0	0	0
Selplg	0	-1.0	0	-1.0	0	-1.0	0	0	-1.0	-1.0	-1.0
Sema4c	0	0	0	0	-1.0	0	0	0	0	0	0
Sema4f	0	-1.0	0	0	0	0	0	0	0	0	0
Sephs2	0	-1.0	0	0	0	0	0	0	0	0	0
Sept9	0	0	0	0	0	0	1.0	0	0	0	0
Sepw1	0	0	0	0	0	0	1.0	0	0	0	0
Serinc3	0	1.0	0	0	0	0	0	0	0	0	0
Serp1	0	0	0	0	0	1.0	0	1.0	0	0	0
Serpinb1a	0	0	0	0	-1.0	0	0	0	0	0	0
Serpinb9	0	0	0	0	0	-1.0	0	0	0	-1.0	0
Sertad1	0	0	0	-1.0	0	0	0	0	0	0	0
Sertad3	0	0	0	-1.0	0	0	0	0	0	0	0
Setd7	0	0	-1.0	0	0	0	0	-1.0	0	-1.0	0
Setdb1	0	0	0	0	0	0	0	1.0	0	0	0
Setdb2	0	0	0	0	0	0	1.0	0	0	0	0
Sfmbt2	0	-1.0	0	0	0	0	0	0	0	-1.0	0
Sgk3	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Sgms1	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0
Sh3bgrl	0	0	0	0	0	0	1.0	0	0	0	0
Sh3bgrl2	0	0	0	0	0	1.0	1.0	0	0	0	0
Sh3bp1	0	0	0	0	0	0	0	1.0	0	0	0
Sh3gl1	0	0	0	0	-1.0	0	0	0	0	-1.0	0
Sh3kbp1	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Sh3rf1	1.0	1.0	0	0	0	0	1.0	0	0	0	0
Sipa1l2	0	0	-1.0	0	0	0	0	0	0	-1.0	0
Skap1	1.0	0	0	0	0	0	1.0	0	0	0	0
Ski	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Slain1	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0
Slc11a2	1.0	0	0	0	0	0	0	0	0	0	0
Slc14a1	0	0	0	0	0	0	0	0	0	-1.0	0
Slc15a1	0	0	0	0	0	0	1.0	0	0	0	0
Slc15a3	0	0	0	0	0	0	0	0	0	-1.0	0
Slc16a1	1.0	1.0	0	0	0	0	0	1.0	0	0	0
Slc16a10	0	-1.0	0	0	0	0	0	0	0	0	0
Slc16a3	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Slc17a9	0	0	0	0	0	0	1.0	0	0	0	0
Slc22a23	0	0	0	0	0	0	0	1.0	0	0	0
Slc23a2	0	0	0	0	0	0	0	-1.0	0	-1.0	0
Slc24a3	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Slc25a4	1.0	0	0	0	0	0	0	0	0	0	0
Slc26a10	0	0	0	0	0	0	0	0	0	0	-1.0
Slc27a6	0	0	0	0	0	1.0	0	0	0	0	0
Slc2a1	0	1.0	0	0	0	1.0	0	1.0	0	0	0
Slc31a2	0	0	0	0	0	0	1.0	1.0	0	0	0
Slc34a3	0	0	-1.0	0	-1.0	0	0	0	0	0	-1.0
Slc35b2	0	0	0	0	0	0	0	-1.0	0	0	0
Slc35e1	0	0	0	0	-1.0	0	0	0	0	0	0
Slc37a4	0	-1.0	-1.0	0	0	-1.0	0	-1.0	0	0	0
Slc39a11	0	0	0	0	0	0	1.0	0	0	0	0
Slc39a13	0	0	0	0	0	0	1.0	0	0	0	0
Slc4a8	0	1.0	0	0	0	1.0	0	0	0	0	0
Slc5a3	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Slc6a12	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Slc6a13	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Slc7a1	0	0	0	-1.0	0	0	0	0	0	0	0
Slc7a6	0	-1.0	0	0	0	0	0	0	0	0	0
Slc7a6os	0	-1.0	0	0	0	-1.0	0	0	0	0	0
Slc7a8	0	0	0	0	0	0	1.0	0	0	0	0
Slc9a2	0	-1.0	0	0	-1.0	0	0	0	0	0	-1.0
Slc9a3r1	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Slc9a9	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0
Slco4a1	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Slco5a1	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	-1.0
Slfn2	0	0	0	0	0	0	0	0	0	-1.0	0
Smad7	0	0	0	0	0	0	0	-1.0	0	-1.0	0
Smap1	0	1.0	0	0	0	0	1.0	0	0	0	0
Smap2	0	0	0	-1.0	0	0	0	0	0	0	0
Smo	0	1.0	0	0	0	0	0	0	0	0	0
Smpdl3a	0	1.0	0	0	0	0	0	1.0	0	0	0
Smug1	0	0	0	0	0	0	0	-1.0	0	0	0
Snap29	0	0	0	0	0	0	0	0	0	-1.0	0
Sncaip	0	-1.0	0	0	-1.0	-1.0	0	-1.0	0	0	0
Sntb1	0	0	0	0	0	0	0	1.0	0	0	0
Soat1	0	0	0	0	0	0	0	1.0	0	0	0
Sorbs1	1.0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Sorl1	0	0	0	0	0	0	1.0	0	0	0	0
Sp110	0	0	0	0	0	1.0	0	0	0	0	0
Sp140	0	0	0	0	0	1.0	0	0	0	0	0
Sp3	0	-1.0	0	0	-1.0	0	0	0	0	0	0
Spag7	0	0	-1.0	0	-1.0	0	0	0	0	0	-1.0
Spcs3	0	0	0	0	0	1.0	0	0	0	0	0
Specc1l	0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	-1.0	-1.0
Spef2	0	0	0	0	0	1.0	0	0	0	0	0
Sphk2	0	0	0	0	-1.0	0	0	-1.0	0	0	0
Spock2	0	1.0	0	0	0	0	0	0	0	0	0
Spty2d1	1.0	0	0	0	0	0	0	0	0	0	0
Srbd1	0	0	0	0	0	0	1.0	0	0	0	0
Srgap1	0	0	0	0	-1.0	0	0	-1.0	0	-1.0	-1.0
Srgap2	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Srgap3	0	-1.0	0	0	0	0	0	0	0	-1.0	0
Srsf2	0	0	0	0	-1.0	0	0	-1.0	0	0	0
St14	0	0	0	0	0	0	0	-1.0	0	0	0
St3gal2	1.0	0	0	0	0	0	1.0	0	0	0	0
St3gal6	0	0	0	0	0	0	1.0	0	0	0	0
St6gal1	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0
St6galnac3	1.0	0	0	0	0	0	0	0	0	0	0
St6galnac5	1.0	0	0	0	0	0	1.0	0	0	0	0
St8sia1	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0
St8sia4	0	0	0	0	0	0	1.0	0	0	0	0
Stab2	0	1.0	0	0	0	1.0	0	1.0	0	0	0
Stat1	0	1.0	0	0	0	0	0	0	0	0	0
Stat3	0	0	0	0	-1.0	0	0	-1.0	0	-1.0	-1.0
Stat4	0	-1.0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0
Stat5b	0	0	-1.0	0	0	0	0	0	0	0	0
Stk11	0	0	0	0	-1.0	0	0	-1.0	0	0	0
Stk24	0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0
Stk3	0	1.0	0	0	0	1.0	0	0	0	0	0
Stk32c	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0
Stk4	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Stk40	0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	0	0
Stom	0	-1.0	0	0	0	0	0	0	0	0	0
Ston2	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0
Stx5a	0	-1.0	0	0	0	-1.0	0	0	0	0	0
Stx6	0	-1.0	0	0	0	0	0	0	0	0	0
Stxbp4	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Stxbp6	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Styk1	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0
Sumf1	0	0	0	0	0	1.0	0	0	0	0	0
Sun2	0	-1.0	0	0	0	0	0	0	0	0	0
Susd1	0	1.0	0	0	0	0	1.0	0	0	0	0
Sv2b	0	0	0	0	0	0	1.0	0	0	0	0
Sv2c	1.0	0	0	0	0	1.0	0	0	0	0	0
Syn3	0	0	0	0	0	0	0	-1.0	0	0	0
Syne1	0	1.0	0	0	0	1.0	1.0	0	0	0	0
Syne2	0	0	0	0	0	0	0	0	0	-1.0	0
Synj2	0	0	0	0	0	1.0	1.0	0	0	0	0
Sytl2	0	1.0	0	0	0	0	1.0	0	0	0	0
Sytl3	0	0	-1.0	0	0	0	0	0	0	0	0
Taf3	0	1.0	0	0	0	0	0	1.0	0	0	0
Taldo1	0	0	0	0	0	0	1.0	0	0	0	0
Tank	0	0	0	0	-1.0	0	0	0	0	0	0
Taok3	0	0	0	0	0	0	1.0	0	0	0	0
Tapbpl	0	0	0	0	0	1.0	0	0	0	0	0
Tarsl2	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0
Tasp1	0	1.0	0	0	0	1.0	0	0	0	0	0
Tbc1d10b	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Tbc1d2b	0	0	0	0	0	0	0	1.0	0	0	0
Tbc1d30	0	0	-1.0	0	0	0	0	0	0	0	0
Tbc1d5	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Tbc1d8	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Tbck	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Tcf7	0	0	0	0	0	0	0	0	0	-1.0	0
Tcf7l1	0	0	0	0	0	1.0	0	0	0	0	0
Tctn1	1.0	0	0	0	0	1.0	0	0	0	0	0
Tec	0	-1.0	0	0	-1.0	0	0	-1.0	0	-1.0	0
Tet2	1.0	0	0	0	0	0	1.0	1.0	0	0	0
Tex9	0	0	0	0	0	0	1.0	0	0	0	0
Themis	0	0	0	0	0	0	1.0	0	0	0	0
Thra	0	0	0	0	0	0	1.0	0	0	0	0
Thsd4	0	1.0	0	0	0	0	1.0	0	0	0	0
Thsd7b	0	0	0	-1.0	0	-1.0	0	0	-1.0	0	0
Thumpd3	0	1.0	0	0	0	0	0	0	0	0	0
Tiam1	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0
Tigd5	0	0	-1.0	0	-1.0	0	0	0	0	0	-1.0
Tigit	0	-1.0	0	0	-1.0	0	0	-1.0	0	0	0
Tiparp	1.0	1.0	0	0	0	0	1.0	0	0	0	0
Tjp3	0	0	0	0	0	0	0	1.0	0	0	0
Tk2	1.0	0	0	0	0	0	0	0	0	0	0
Tlcd2	0	0	0	0	0	0	1.0	0	0	0	0
Tlk1	1.0	0	0	0	0	0	0	0	0	0	0
Tlr4	0	0	0	0	0	0	1.0	0	0	0	0
Tm6sf1	0	0	0	0	0	0	0	0	0	-1.0	0
Tmcc2	0	0	0	0	0	0	0	0	0	-1.0	0
Tmem104	0	-1.0	0	0	0	0	0	0	0	0	0
Tmem131	0	0	0	0	0	0	0	-1.0	0	0	0
Tmem150c	0	0	0	-1.0	0	0	0	0	0	0	0
Tmem154	0	0	0	0	0	1.0	0	1.0	0	0	0
Tmem164	0	1.0	0	0	0	0	0	0	0	0	0
Tmem183a	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Tmem186	0	0	0	0	0	-1.0	0	0	-1.0	0	0
Tmem30a	1.0	0	0	0	0	0	0	0	0	0	0
Tmem39a	0	-1.0	0	-1.0	0	0	0	0	0	0	0
Tmem63b	0	0	0	0	0	0	0	0	0	0	-1.0
Tmem88	0	0	0	-1.0	0	0	0	0	0	0	0
Tmprss6	0	-1.0	0	0	0	0	0	0	0	-1.0	0
Tmtc2	1.0	1.0	0	0	0	0	0	0	0	0	0
Tmtc4	0	1.0	0	0	0	0	0	0	0	0	0
Tnf	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Tnfaip8	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0
Tnfaip8l2	0	0	0	0	0	0	0	0	0	0	-1.0
Tnfrsf10b	1.0	0	0	0	0	0	0	1.0	0	0	0
Tnfrsf11a	1.0	0	0	0	0	1.0	1.0	0	0	0	0
Tnfrsf18	1.0	1.0	0	0	0	0	0	0	0	0	0
Tnfrsf1b	0	-1.0	0	0	0	0	0	0	0	0	0
Tnfrsf22	0	0	0	0	0	0	1.0	0	0	0	0
Tnfrsf26	1.0	0	0	0	0	1.0	1.0	0	0	0	0
Tnfrsf9	0	0	0	0	0	0	0	0	0	-1.0	0
Tnfsf10	0	0	0	0	0	0	0	1.0	0	0	0
Tnfsf14	0	0	0	0	0	0	1.0	0	0	0	0
Tnip3	0	0	0	0	0	-1.0	0	0	0	0	0
Tnks1bp1	0	0	0	-1.0	0	0	0	0	0	0	0
Top2a	0	1.0	0	0	0	0	0	0	0	0	0
Tpm4	0	-1.0	0	0	0	0	0	0	0	0	0
Tpst2	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	-1.0
Trafd1	0	0	0	-1.0	0	0	0	0	0	0	0
Trak1	0	0	0	0	0	0	0	0	0	0	-1.0
Trap1	0	0	0	0	0	0	1.0	0	0	0	0
Trappc4	0	-1.0	-1.0	0	0	-1.0	0	-1.0	0	0	0
Trim27	0	0	0	0	0	0	0	0	0	-1.0	0
Trip10	0	0	-1.0	0	0	0	0	0	0	0	0
Trip11	0	1.0	0	0	0	0	0	0	0	0	0
Trps1	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0
Trub1	0	0	0	0	0	0	1.0	0	0	0	0
Tsc22d3	0	0	0	0	-1.0	0	0	0	0	0	-1.0
Tsga10	0	0	0	-1.0	0	0	0	0	0	0	0
Tshz3	0	1.0	0	0	0	0	0	0	0	0	0
Tspan13	0	1.0	0	0	0	1.0	0	1.0	0	0	0
