	Bcl6	Cebpg	Eomes	Epas1	Esrra	Ets1	Ets2	Evx1	Foxm1	Foxo1	Gfi1	Irf3	Irf5	Irf7	Irf8	Klf8	Maf	Meis3	Nr3c1	Nr4a2	Runx2	Stat3	Tbx21	Tgif1	Trp53	Vdr	Zeb1
Mblac2	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0
Mbnl2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0
Mboat1	0	0	-0.5	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbp	1.0	0	0.5	1.0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	0.5	0
Mcam	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Mcc	-1.0	0	-0.5	0	-1.0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0
Mcm4	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Mcoln2	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Mctp1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Mctp2	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	1.0	0.5	1.0
Mdk	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me2	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0.5	1.0	0	1.0	1.0	0	1.0	0	0	1.0
Med12l	-1.0	0	-0.5	0	0	-1.0	-1.0	-1.0	0	-1.0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Med29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Mef2c	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0
Mef2d	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mefv	0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Meis1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0
Mettl10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Mex3a	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Mfhas1	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0.5	0	0	1.0	1.0	0	1.0	0	0	0
Mfsd10	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd2a	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0
Mfsd6	0	0	0.5	1.0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0.5	1.0	1.0	0	1.0	0	0	0	0	0
Mgat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Mgat4a	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0
Mgea5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Mgll	1.0	1.0	0.5	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0.5	0	0	0.5	1.0	0	1.0	1.0	1.0	1.0	1.0	0.5	1.0
Mgst2	-1.0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Mical2	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0
Mical3	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midn	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Mina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0
Mitf	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Mknk2	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	1.0	0	0
Mlh3	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Mllt11	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt3	-1.0	0	-0.5	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0
Mmachc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Mmp25	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Mns1	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	-1.0	-1.0	0	0	0	0	0
Morn2	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mospd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
Mov10	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0.5	1.0	0	0	1.0	0	1.0	0	0.5	0
Mppe1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Mpzl3	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0
Mrgpre	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Mrpl53	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Mrps27	0	0	-0.5	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0
Ms4a6b	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.0
Msi2	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msn	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0.5	0
Mtg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Mthfr	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Mtmr7	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtus2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Muc4	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Mutyh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Mxd1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mxd4	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Myeov2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Myl4	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	1.0
Mynn	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo10	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0
Myo16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Myo1e	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0
Myo1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Myo5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0	0
Myo5b	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Myo6	-1.0	0	-0.5	0	0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
N4bp3	1.0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0
N6amt1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0
Naip2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Napsa	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Nars2	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0
Nav1	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0	0
Nav2	-1.0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Nbea	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Nbeal2	1.0	0	0.5	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0
Nbn	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Ncald	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0
Nceh1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncf1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0
Ncf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Nck2	0	0	-0.5	0	0	-1.0	-1.0	0	-1.0	-1.0	0	0	0	-1.0	-0.5	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0
Nckap5	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Ncoa1	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ncr1	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Ndc80	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndfip1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Ndrg1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Neb	-1.0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	-1.0	-0.5	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Nebl	1.0	1.0	0.5	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0.5	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0
Nedd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Nedd4l	0	0	-0.5	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0
Nedd9	1.0	1.0	0.5	1.0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0
Neil2	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Nek7	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Nek8	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0
Neu3	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0.5	0
Nfatc1	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	1.0	1.0	0	1.0	1.0	1.0	0	1.0	1.0	0	0	1.0
Nfatc3	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0.5	0
Nfia	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Nfic	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Nfkb2	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbid	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Ngly1	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Nipbl	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nisch	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Nkg7	1.0	1.0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	0
Nln	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0
Nlrc3	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0
Nlrc5	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	0
Nmnat2	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	1.0	0	0
Nmnat3	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0
Nod2	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Nol10	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0
Nos1ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Notch1	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Nprl2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Nptn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Nr3c1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	0	0	0	1.0	0	0.5	0
Nr4a2	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0
Nrgn	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Nrip1	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	0	0.5	1.0	1.0	1.0	1.0	0	1.0	1.0	0	1.0
Nrip2	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrip3	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Nrm	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Nsd1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	1.0	0	0
Nsmce2	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	-1.0	0	0	0	0
Nt5e	-1.0	0	0	0	0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	-0.5	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0
Ntng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Nuak2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	1.0	0	0	0	0	0
Nudt3	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Numbl	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0
Nup62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Oasl1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Oasl2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Obfc1	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
Odc1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0.5	0
Ogg1	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ola1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0
Olfr1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Olfr56	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Optn	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orai1	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	1.0	0	1.0	0	0	0
Osbpl3	1.0	1.0	0.5	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0.5	1.0	0	1.0	1.0	1.0	1.0	1.0	0	1.0
Osgin1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Osgin2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
Oxtr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
P2rx4	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0
P2ry14	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0
P4ha2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Pabpc1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0
Pacsin2	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0
Padi2	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0.5	0
Pag1	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	1.0	0.5	1.0	0	1.0	1.0	0	0	0	0	0
Paics	-1.0	0	-0.5	0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0
Pak6	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Palld	0	0	-0.5	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Pam	0	1.0	0.5	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Pank1	0	0	0	0	0	-1.0	-1.0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Papss1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Pard3b	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Pard6g	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	1.0	0	1.0
Park2	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Parp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Parvb	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Parvg	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbx1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbx2	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga12	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga7	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb4	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb5	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc3	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc5	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf6	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcm1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcna	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnxl2	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1lg2	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Pdcd2	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Pdcd4	0	0	-0.5	0	0	0	-1.0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0
Pde11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
Pde1c	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Pde2a	0	0	0.5	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0
Pde3b	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
