	Bach1	Bcl3	Bcl6	Egr2	Elf3	Etv5	Fos	Fosb	Fosl1	Foxc1	Foxo3	Foxp3	Hivep1	Hoxa2	Hoxa3	Jun	Junb	Lef1	Maf	Maff	Mafg	Meis3	Nfe2	Nfia	Nfic	Nfkb2	Nkx6-2	Nr1d1	Nr4a1	Prdm1	Rara	Relb	Rora	Rorc	Rxrg	Sox7	Tbx21	Tcf7	Tgif1	Thra	Vdr	Zfp105
Rps6ka5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0
Rpusd2	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rreb1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Rrp12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0
Rsad1	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn2	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0
Rtn4ip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Rtn4rl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Ryk	0	0	0.5	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Ryr3	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
S100a4	0	0	0.5	0	0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
S100a6	0	0	0.5	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
S1pr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
S1pr3	0	0	0.5	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0
S1pr4	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd3	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Samd9l	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sash3	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0.5	0	0	0	0	0	0	1.0
Sat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0.5	1.0	0	0	0	0
Satb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0
Sav1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Sbf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Sc5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Scai	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scaper	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Scarb2	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0
Scd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scml4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0
Scn8a	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp2	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	1.0
Scpep1	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Scrt1	0	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	1.0	0
Sdc1	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc4	1.0	0	0.5	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0
Sdccag8	0	0	0.5	1.0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0
Sec11c	0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Sel1l3	0	0	0.5	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Sell	0	0	0	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-1.0	0	0	0	-0.5	0	0	0	-1.0	0
Selplg	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4b	0	0	0.5	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	1.0	0	0
Sema4f	0	0	0.5	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0
Sema6a	0	0	0.5	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0
Senp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	0	0	0.5	0	0	0	0	0
Sephs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0
Sepp1	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0
Sept5	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept8	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Sept9	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0.5	0	0	0	0	0
Serinc2	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Serpina3f	0	0	0.5	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0.5	0	0.5	0	1.0	0	0	0
Serpinb1a	0	0.5	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0.5	0	0	1.0	0	0	0	0
Serpinb1b	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0
Serpinb1c	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0.5	0	0	1.0	0	0	0	0
Serpinb6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Serpinb8	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0
Sesn3	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Sestd1	1.0	0	0	1.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0.5	0	0	0	0	1.0
Setd7	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Sfmbt2	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0
Sgk3	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgms1	0	0	0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	1.0	0.5	1.0	1.0	1.0	0	1.0
Sgtb	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Sh2b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0.5	0	1.0	0	0	0
Sh3bgrl2	1.0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
Sh3bp2	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	0	0.5	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0
Sh3bp5	1.0	0.5	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Sh3kbp1	0	0	0.5	0	1.0	1.0	1.0	0	1.0	0	1.0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0.5	0	0	1.0	0	0	0	0
Sh3pxd2b	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0.5	0	0	1.0	0	1.0
Sh3rf1	0	-0.5	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0
Shank2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0
Shb	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0.5	0	0	0	0	0
Shc3	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0
Sidt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skap2	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sla	1.0	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	1.0
Slc11a2	0	0	0.5	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0.5	0	0.5	0	0	0	1.0	0
Slc13a4	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a3	1.0	0.5	0.5	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0
Slc16a10	1.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0
Slc16a3	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0
Slc16a6	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	0
Slc17a6	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a15	0	0	0.5	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	0	0	1.0	0	1.0
Slc23a2	1.0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	0	0
Slc25a23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Slc25a24	1.0	0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0
Slc25a25	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-0.5	0	0	0	0	0	0	0
Slc26a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a1	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a2	0	-0.5	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0
Slc27a6	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0
Slc2a5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a6	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0
Slc30a3	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	1.0	0	0
Slc30a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Slc35d2	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Slc35e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Slc35f2	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Slc36a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Slc37a2	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	0
Slc38a7	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	0	0
Slc39a11	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0
Slc39a8	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Slc43a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Slc6a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0
Slc6a20a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Slc7a1	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0
Slc7a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a6os	0	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0
Slc7a7	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a2	0	0.5	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0
Slc9a3r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0
Slc9a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0
Slc9a7	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a9	0	0	0.5	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0
Slco3a1	1.0	0.5	0	0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Slco5a1	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Smap2	0	0.5	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0.5	0	0	1.0	1.0	0
Smarcal1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Smc4	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Smox	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
Smpdl3a	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smyd1	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0
Smyd2	0	0	0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	1.0	0	0	0	1.0
Sncaip	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0
Snora31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Snora33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
