	Cebpb	Creb1	Ebf1	Elf2	Esr1	Ets1	Etv1	Etv3	Fli1	Fosl2	Hey1	Hinfp	Hivep1	Insm1	Irf4	Klf14	Klf5	Klf7	Maf	Mtf1	Mxi1	Nfe2l2	Nfkb1	Pou2f2	Pparg	Prdm1	Rela	Stat3	Taf1	Tbx3	Zbtb33	Zbtb6	Zbtb7a
Lancl1	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Lancl2	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	0
Larp1b	0	0	0	0	0	0.5	0	0	0	0	1.5	0	0	0	0.5	0	1.5	1.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	1.5
Larp4b	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	1.5	0.5	1.5	0.5	0	0.5	0	0
Las1l	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Lats1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0	0
Lats2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5
Lbh	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5
Lbr	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Lcat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0	0	0	0
Ldhb	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0
Ldlr	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0
Ldlrad1	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0
Ldlrad3	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0
Ldlrap1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0
Ldoc1l	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Leap2	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lenep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Leo1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Leprel1	0	0	0.5	0	0	0.5	0	0	0	0.5	1.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0.5	1.5	0	0	0.5	0.5	0.5	0	0	0	0
Lfng	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0.5	0	0	0	1.5
Lgals1	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Lgals3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Lgmn	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Lgr4	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0
Lhfp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Lhpp	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Lifr	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5
Lig1	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Lilrb4	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0
Lima1	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Limch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limd1	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5
Limd2	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Limk1	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0
Limk2	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Lin37	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
Lin7c	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Lin9	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0
Lingo1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lingo4	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0
Lipe	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Lmbrd1	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0
Lmna	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5
Lmo2	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Lmo4	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Lmo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Lnx2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Loc100038947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Loc106740	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0
Lonrf1	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Loxl2	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0
Lpar1	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Lpar5	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Lpcat3	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Lpcat4	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lphn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5
Lphn2	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0
Lphn3	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Lpin1	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Lpl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrba	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	-0.5
Lrch1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0
Lrig2	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5
Lrp1	0	0	0.5	0	0	0	0	0	0	1.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	1.5	0.5	0.5	1.5	0	0	0	0.5
Lrp11	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0	0
Lrp12	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0.5	1.5	1.5	0	0	0	0	0.5	1.5	0	0	0.5	1.5	1.5	0	0	0	1.5
Lrp2bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5
Lrp4	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lrp5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Lrp8	0	0	0.5	0	0	0	0	0	0	1.5	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	1.0	0	1.5	0	0	0.5	1.5	0.5	0	0.5	0	0.5
Lrpap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0
Lrrc14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Lrrc16b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc2	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc25	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5
Lrrc3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5
Lrrc32	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Lrrc40	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Lrrc41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Lrrc45	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc49	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Lrrc51	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lrrc58	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5
Lrrc59	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
Lrrc66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0
Lrrc8b	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0
Lrrc8d	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Lrrfip1	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Lrrfip2	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Lrrk2	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Lrwd1	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0
Lsamp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Lsm14b	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Lsr	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Lst1	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0
Ltb4r1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5
Ltbp3	0	0	0	0	0	0.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0
Ltbp4	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0.5
Ltc4s	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5
Luzp1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0.5
Lxn	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0
Ly6e	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Ly75	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Ly9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5
Ly96	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0
Lyar	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0
Lyl1	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Lyrm2	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Lyst	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Lyz1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Lyz2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Mad2l1	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Mad2l1bp	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Madd	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5
Maf	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5
Mafb	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0.5	0	1.5	1.5	0	0	0	0	0.5	1.5	0	0.5	0	0	1.5	0	0	0	1.5
Maff	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Mafg	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0.5
Mafk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	-0.5
Magi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5
Magi3	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5
Magohb	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Mak16	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0.5	0	0
Malat1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Mamdc2	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mamdc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Mamld1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mamstr	-0.5	-0.5	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Man1a	0	0	0.5	0	0	0.5	0	0	0	0.5	1.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Man2a2	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0.5
Manba	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Manbal	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0
Mansc1	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Map2k3	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0
Map2k4	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0.5
Map2k6	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Map3k14	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0.5
Map3k3	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Map3k5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Map3k6	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Map4k1	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Map4k2	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Map4k4	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5
Map4k5	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0
Mapk14	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Mapk1ip1	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5
Mapk6	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Mapk8ip1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0
Mapk8ip3	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5
Mapk9	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
