	Atf3	Bcl6	E2f1	Egr1	Egr2	Fos	Jun	Klf4
Kctd6	0	0	0	0	0	0	0	0.5
Khnyn	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Kif13a	0	0	0	0	0	0	0	0.5
Kif16b	0	0	0	0	0	0	0	0.5
Kif17	0	0	0	0	0	0	0	0.5
Kif1c	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Kif2a	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Kif5c	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Kif9	0	0	0	0	0	0	0	0.5
Klf11	0	0	0	0	0	0	0	0.5
Klf2	0	0	0	0	0	0	0	0.5
Klf4	0	0	0	0	0	0	0	0.5
Klhl11	0	0	-0.5	-0.5	0	0	0	0
Klhl18	0	0	0	0	0	0	0	0.5
Klhl28	-0.5	0	0	-0.5	0	0	0	-0.5
Klhl30	0	0	-0.5	-0.5	0	0	0	0
Klhl8	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Klk8	0	0	0	0	0	0	0	0.5
Klrb1b	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Klrb1c	0	0	0	0	0	0	0	0.5
Klrg2	0	0	0	-0.5	-0.5	0	0	-0.5
Kpna4	0	0	0	0	0	0	0	0.5
Kpna6	0	0	-0.5	-0.5	-0.5	0	0	0
Kras	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Krit1	0	0	-0.5	0	-0.5	0	0	-0.5
Ktn1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
L1cam	0	0	-0.5	-0.5	0	0	0	-0.5
Lama2	0	0	0	-0.5	0	-0.5	-0.5	0
Lama3	0	0	0	-0.5	0	-0.5	-0.5	0
Lamc1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lamp2	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Lat2	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Lats1	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Lats2	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Lbh	0	0	0	0	0	0	0	0.5
Lcat	0	0	0	-0.5	-0.5	0	0	-0.5
Lcn2	0	0	0	-0.5	-0.5	0	0	-0.5
Ldlr	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Leprel1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Leprot	0	0	0	0	0	0	0	0.5
Lfng	0	0	-0.5	0	0	-0.5	0	-0.5
Lgals1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lgals3	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Lhfp	0	0	0	-0.5	0	0	0	0
Lhx6	0	0	0	0	0	-0.5	-0.5	0
Lif	0	0	0	0	0	0	0	-0.5
Lifr	0	0	0	0	0	0	0	0.5
Lig4	0	0	0	-0.5	-0.5	0	0	-0.5
Lima1	0	0	0	0	0	0	0	0.5
Limd2	0	0	0	0	0	0	0	0.5
Limk1	0	0	0	0	0	0	0	0.5
Lims1	0	0	0	0	0	0	0	0.5
Lin37	0	0	-0.5	-0.5	0	0	0	-0.5
Lin7c	0	0	0	-0.5	0	0	0	0
Lmna	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lmtk2	0	0	0	0	0	0	0	0.5
Lnp	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Lnx2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Lonrf1	0	0	0	0	0	0	0	0.5
Lonrf3	-0.5	0	0	0	0	0	0	0
Loxl2	0	0	-0.5	-0.5	0	0	-0.5	0
Lpar5	0	0	0	-0.5	-0.5	0	0	0
Lphn2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Lpp	0	0	0	0	0	0	0	0.5
Lrp11	0	0	-0.5	-0.5	-0.5	0	0	0
Lrp2bp	0	0	-0.5	-0.5	-0.5	-0.5	0	0
Lrp8	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lrrc1	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Lrrc25	0	0	0	0	0	0	0	0.5
Lrrc29	-0.5	0	0	-0.5	0	0	-0.5	-0.5
Lrrc58	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Lrrc61	0	0	0	0	0	0	0	0.5
Lrrc8d	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lrrfip1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lrrfip2	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Lsr	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Lst1	0	0	0	0	0	0	0	0.5
Ltb4r1	0	0	-0.5	-0.5	-0.5	-0.5	0	0
Ltbp1	0	0	0	0	0	-0.5	0	0
Ltbp3	0	0	0	-0.5	0	-0.5	-0.5	0
Ltbp4	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Ltc4s	0	0	0	0	0	0	0	0.5
Luzp1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ly6d	0	0	0	0	0	0	0	0.5
Ly6i	-0.5	0	0	0	0	0	0	0
Lysmd3	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Lysmd4	-0.5	0	0	-0.5	0	0	0	-0.5
Lyz1	-0.5	0	0	0	0	0	-0.5	0
Madd	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Maff	0	0	0	0	0	0	0	0.5
Mafk	0	0	0	0	0	0	0	0.5
Mamld1	-0.5	0	0	-0.5	0	0	0	-0.5
Man1c1	0	0	0	0	0	0	0	0.5
Man2a1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Mansc1	0	0	0	0	0	0	0	0.5
Map2k3	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Map2k4	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Map2k6	0	0	0	0	0	0	0	0.5
Map3k11	-0.5	0	-0.5	-0.5	0	0	0	0
Map3k14	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Map3k6	0	0	0	-0.5	0	0	0	-0.5
Map4k1	0	0	0	0	0	0	0	0.5
Map4k2	0	0	0	0	0	0	0	0.5
Map4k4	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Mapk14	0	0	0	0	0	0	0	0.5
Mapk6	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Mapk8	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mapkbp1	0	0	0	0	0	0	0	0.5
March1	0	0	0	-0.5	0	-0.5	-0.5	0
March3	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
March8	-0.5	0	0	0	0	-0.5	0	0
Marcks	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Marveld1	0	0	0	0	0	0	0	0.5
Mast4	0	0	0	-0.5	0	-0.5	-0.5	0
Matk	0	0	0	0	0	0	0	0.5
Matn2	0	0	-0.5	-0.5	0	-0.5	0	0
Mbd5	0	0	0	0	0	0	0	0.5
Mbnl2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Mcm7	0	0	0	0	0	0	0	0.5
Mcts2	0	0	0	0	0	0	0	-0.5
Mdc1	0	0	0	0	0	0	0	0.5
Mdh2	0	0	0	0	0	0	0	0.5
Med19	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Med26	-0.5	0	0	-0.5	-0.5	0	-0.5	-0.5
Med27	0	0	0	0	0	0	0	0.5
Med29	0	0	0	0	0	0	0	0.5
Med31	0	0	0	0	0	0	0	0.5
Med4	0	0	-0.5	-0.5	0	-0.5	0	0
Mef2c	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Met	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Metap1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Metrnl	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Mettl8	0	0	0	0	0	0	0	0.5
Mex3c	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Mfap1b	0	0	-0.5	0	0	0	0	0
Mfn1	0	0	0	-0.5	0	0	0	0
Mfsd2a	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mfsd6	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Mfsd6l	0	0	0	-0.5	0	0	-0.5	0
Mfsd7a	0	0	0	0	0	0	0	0.5
Mgat4a	0	0	0	0	0	0	0	0.5
Mgll	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Mical2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Mical3	0	0	0	0	0	0	0	0.5
Micalcl	0	0	0	-0.5	0	0	0	0
Micall1	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Micall2	0	0	0	0	0	0	0	0.5
Mier1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mier3	0	0	-0.5	-0.5	-0.5	-0.5	0	0
Mir132	0	0	0	0	0	0	0	0.5
Mir23a	0	0	0	0	0	0	0	0.5
Mitf	0	0	0	0	0	0	0	0.5
Mlh3	0	0	0	0	0	0	0	0.5
Mllt6	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Mmaa	-0.5	0	-0.5	-0.5	0	0	0	0
Mmgt1	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Mmp13	0	0	0	0	0	-0.5	-0.5	0
Mmp14	0	0	0	-0.5	-0.5	0	0	-0.5
Mmp19	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Mmp2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mocos	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Morn3	-0.5	0	0	-0.5	0	0	0	-0.5
Mpp5	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Mr1	0	0	0	-0.5	0	-0.5	-0.5	0
Mrc1	0	0	0	-0.5	0	-0.5	-0.5	0
Mrps22	0	0	0	-0.5	0	0	0	0
Ms4a6d	0	0	0	-0.5	0	0	0	0
Msr1	0	0	0	-0.5	0	-0.5	-0.5	0
Msrb3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Mt1	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Mt2	0	0	0	-0.5	-0.5	0	0	0
Mtf2	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mtmr2	0	0	0	-0.5	0	0	0	0
Mtmr6	0	0	0	-0.5	-0.5	0	0	-0.5
Mtrf1	0	0	0	0	0	0	0	0.5
Mtrr	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Mtss1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Musk	0	0	0	0	0	-0.5	-0.5	0
Mvk	0	0	0	0	0	0	0	0.5
Mxi1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Mxra8	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Mycbp2	0	0	0	0	0	0	0	0.5
Myd88	0	0	0	-0.5	-0.5	-0.5	0	0
Myh10	0	0	0	0	0	0	0	0.5
Mylip	0	0	0	0	0	0	0	0.5
Myo10	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Myo1b	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Myo1c	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Myo1e	0	0	0	-0.5	0	-0.5	0	-0.5
Myo9b	0	0	0	0	0	0	0	0.5
Mysm1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Mzt1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
N28178	0	0	0	0	0	0	0	0.5
N4bp1	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Naa10	0	0	0	0	0	0	0	0.5
Naa30	0	0	-0.5	-0.5	0	0	0	-0.5
Naalad2	0	0	0	0	0	-0.5	-0.5	0
Nab2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Nadsyn1	0	0	0	0	0	0	0	0.5
Naga	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Naip5	0	0	0	0	0	0	0	0.5
Napb	0	0	0	-0.5	0	0	0	0
Narf	0	0	0	0	0	0	0	0.5
Nat9	0	0	0	0	0	0	0	0.5
Nav1	0	0	0	0	0	0	0	0.5
Nbeal2	0	0	0	0	0	0	0	0.5
Nccrp1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Ncf1	0	0	0	0	0	0	0	0.5
Nck1	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Nckap1	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Nckipsd	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ncoa1	0	0	0	0	0	0	0	0.5
Ndfip2	0	0	0	-0.5	0	-0.5	-0.5	0
Ndrg1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ndrg2	-0.5	0	0	-0.5	0	0	0	0
Ndst1	0	0	0	0	0	0	0	0.5
Ndst2	0	0	-0.5	0	0	0	0	-0.5
Ndufv2	0	0	0	0	0	0	0	0.5
Neu1	0	0	0	0	0	0	0	0.5
Neurl3	0	0	0	0	0	0	0	0.5
Nfam1	0	0	0	0	0	0	0	0.5
Nfe2l3	-0.5	0	0	0	0	0	0	-0.5
Nfia	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Nfib	0	0	-0.5	0	0	-0.5	0	-0.5
Nfkbid	0	0	0	0	0	0	0	0.5
Nfkbiz	0	0	0	0	0	0	0	0.5
Nfyb	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Nhsl2	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Nid1	0	0	0	0	0	-0.5	-0.5	0
Nkiras2	-0.5	0	0	-0.5	-0.5	-0.5	0	0
Nkrf	-0.5	0	-0.5	0	0	0	-0.5	0
Nmral1	0	0	0	0	0	0	0	0.5
Nnt	0	0	0	0	0	0	0	0.5
Nod2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Nol10	-0.5	0	0	-0.5	0	0	0	0
Notch1	0	0	-0.5	-0.5	0	0	-0.5	-0.5
Notch3	0	0	-0.5	0	0	0	0	-0.5
Npff	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Nqo2	0	0	0	0	0	0	0	0.5
Nr1d1	-0.5	-1.0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Nr2f2	0	0	0	-0.5	-0.5	0	0	0
Nr4a1	0	0	0	0	0	0	0	0.5
Nr6a1	-0.5	0	-0.5	-0.5	0	0	0	0
Nrarp	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Nrbp2	0	0	-0.5	-0.5	0	0	0	-0.5
Nrp2	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Nsf	-0.5	0	-0.5	-0.5	0	0	0	0
Nt5dc2	0	0	0	0	0	0	0	0.5
Nt5dc3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ntan1	-0.5	0	0	-0.5	0	0	0	-0.5
Ntpcr	0	0	0	0	0	0	0	0.5
Nudt16	0	0	0	0	0	0	0	0.5
Nudt22	0	0	0	0	0	0	0	0.5
Nudt8	0	0	0	0	0	0	0	0.5
Nufip2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Numbl	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Nup210l	0	0	0	-0.5	0	0	0	0
Oaf	-0.5	0	0	0	0	-0.5	-0.5	0
Oas1b	0	0	0	0	0	0	0	0.5
Oas2	0	0	0	0	0	0	0	0.5
Oaz2	0	0	0	0	0	0	0	0.5
Ocln	0	0	-0.5	-0.5	-0.5	0	-0.5	0
Ocrl	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Ogfrl1	0	0	0	0	0	0	0	0.5
Olfm1	-0.5	0	0	-0.5	0	-0.5	0	0
Oma1	0	0	0	0	0	0	0	0.5
Opa3	0	0	0	0	0	0	0	0.5
Optn	0	0	0	0	0	0	0	0.5
Orai1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Osbpl8	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Osgep	0	0	0	0	0	0	0	0.5
Otud4	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Otud7b	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Ovca2	0	0	0	0	0	0	0	0.5
Oxct1	-0.5	0	-0.5	-0.5	0	0	0	0
P2rx4	0	0	0	-0.5	0	0	-0.5	-0.5
P2rx7	0	0	0	0	0	0	0	0.5
P2ry1	0	0	-0.5	-0.5	-0.5	0	0	0
P2ry14	0	0	0	0	0	-0.5	-0.5	-0.5
P2ry2	-0.5	0	-0.5	-0.5	0	0	0	-0.5
P2ry6	0	0	0	-0.5	0	-0.5	0	0
Pacs1	0	0	0	0	0	0	0	0.5
Padi2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Pafah1b2	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Pag1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Pak1	0	0	0	0	0	0	0	0.5
Pak4	0	0	-0.5	-0.5	0	0	0	-0.5
Palb2	-0.5	0	-0.5	-0.5	0	0	0	0
Pam	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Pamr1	0	0	0	-0.5	0	0	0	0
Pank3	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Paox	0	0	0	0	0	0	0	0.5
Papln	0	0	0	0	0	0	-0.5	0
Papolg	0	0	-0.5	-0.5	0	0	0	0
Paqr3	0	0	0	0	0	0	0	0.5
Paqr7	0	0	0	0	0	0	0	0.5
Pard6a	0	0	0	0	0	0	0	0.5
Parm1	0	0	-0.5	0	0	0	-0.5	0
Parn	0	0	0	0	0	0	0	0.5
Parp10	0	0	0	0	0	0	0	0.5
Parp12	0	0	0	0	0	0	0	0.5
Parp2	0	0	0	0	0	0	0	0.5
Parp3	0	0	0	0	0	0	0	0.5
Parvb	0	0	0	-0.5	0	0	0	0
Pbx2	0	0	0	0	0	0	0	0.5
Pcdh12	-0.5	0	-0.5	0	0	0	-0.5	0
Pcdh17	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Pcdh7	0	0	0	0	-0.5	-0.5	-0.5	0
Pcdhgc3	0	0	-0.5	-0.5	0	0	0	0
Pcgf3	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Pcgf5	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Pdcd10	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Pdcd4	0	0	0	0	0	0	0	0.5
Pde10a	0	0	0	0	0	-0.5	0	0
Pde1a	0	0	0	-0.5	0	0	-0.5	-0.5
Pde2a	0	0	0	0	0	0	0	0.5
Pde3b	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Pde4d	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Pde8a	-0.5	0	-0.5	0	0	0	-0.5	-0.5
Pde9a	0	0	0	-0.5	0	0	0	-0.5
Pdgfb	0	0	0	-0.5	-0.5	-0.5	0	0
Pdgfra	0	0	0	0	0	-0.5	-0.5	0
Pdgfrb	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Pdik1l	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Pdlim1	0	0	0	0	0	0	-0.5	-0.5
Pdlim3	0	0	0	-0.5	0	-0.5	0	0
Pdlim5	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Pdp1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Pdpn	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Pdxk	0	0	0	0	0	0	0	0.5
Pdzrn3	0	0	0	0	-0.5	0	0	0
Peg10	-0.5	0	0	-0.5	0	0	0	0
Per1	1.0	0	0	0	0	0	0	0.5
Perp	0	0	0	-0.5	0	0	0	0
Pex10	0	0	0	0	0	0	0	0.5
Pfn2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Pgap2	0	0	0	0	0	0	0	0.5
Pgm5	0	0	0	0	0	-0.5	-0.5	0
Pgrmc1	0	0	0	-0.5	0	0	0	-0.5
Pgs1	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Phactr1	-0.5	0	0	0	0	0	0	0
Phactr4	0	0	0	-0.5	-0.5	-0.5	0	-0.5
Phf13	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Phlda1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Phldb1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Phlpp1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Pias4	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Picalm	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Pick1	0	0	0	0	0	0	0	0.5
Pid1	0	0	-0.5	-0.5	0	-0.5	0	0
Pif1	0	0	0	0	0	0	0	0.5
Pik3ap1	0	0	0	0	0	0	0	0.5
Pik3c2a	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Pik3cd	0	0	0	0	0	0	0	0.5
Pik3cg	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Pik3r3	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Pik3r5	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Pik3r6	0	0	0	-0.5	0	0	-0.5	0
Pim3	0	0	0	0	0	0	0	0.5
Pip4k2a	0	0	0	0	0	0	0	0.5
Pip5k1a	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Pir	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Pira6	0	0	0	0	0	0	0	-0.5
Pkd1l2	0	0	0	0	0	0	0	0.5
Pkd1l3	0	0	0	-0.5	0	0	0	0
Pkd2	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Pkn2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Pkp4	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Pla2r1	-0.5	0	0	0	-0.5	0	0	0
Plac8	0	0	0	0	0	0	0	0.5
Plag1	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Plau	0	0	0	0	0	0	0	0.5
Plcb3	0	0	0	0	0	0	0	0.5
Plcg2	0	0	0	0	0	0	0	0.5
Plcxd2	0	0	0	0	0	0	0	0.5
Plec	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Plekhg1	0	0	0	0	0	0	0	0.5
Plekhg2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Plekhg3	0	0	-0.5	-0.5	-0.5	0	0	0
Plekhh2	-0.5	0	0	-0.5	0	0	0	0
Plin2	0	0	0	0	0	0	0	0.5
Plk2	0	0	0	0	0	0	0	0.5
Plk3	0	0	0	0	0	0	0	0.5
Plp2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Plxdc1	0	0	0	0	0	0	0	0.5
Plxna1	0	0	-0.5	-0.5	0	0	0	0
Plxna2	0	0	0	0	-0.5	-0.5	-0.5	0
Plxnb2	0	0	0	0	0	0	0	0.5
Pmaip1	0	0	0	0	0	0	0	0.5
Pmepa1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Pole2	0	0	0	0	0	0	0	0.5
Polr2g	0	0	0	0	0	0	0	0.5
Polr3f	0	0	0	-0.5	0	-0.5	0	-0.5
Pomt2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Postn	0	0	0	-0.5	0	-0.5	-0.5	0
Ppap2b	0	0	0	-0.5	0	0	0	0
Pparg	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ppargc1a	-0.5	0	0	0	0	0	0	0
Ppargc1b	0	0	0	0	0	0	0	0.5
Ppfibp2	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Ppif	0	0	0	0	0	0	0	0.5
Ppifos	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Ppm1h	0	0	0	0	0	0	0	0.5
Ppm1k	0	0	0	0	0	0	0	0.5
Ppme1	-0.5	0	0	-0.5	0	0	0	-0.5
Ppp1r13b	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Ppp1r2	0	0	-0.5	0	0	-0.5	0	-0.5
Ppp4r1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ppp4r2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Pqlc3	-0.5	0	0	0	0	0	0	-0.5
Pram1	0	0	0	0	0	0	0	0.5
Prdm1	-0.5	0	-0.5	0	0	-0.5	-0.5	-0.5
Prdm4	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Prdx6	0	0	0	0	0	0	0	0.5
Preb	0	0	0	0	0	0	0	0.5
Prelp	0	0	0	0	-0.5	0	0	0
Prex1	0	0	0	0	0	0	0	0.5
Prex2	0	0	0	-0.5	0	0	0	0
Prickle1	0	0	-0.5	-0.5	-0.5	0	0	0
Prkaa1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Prkab2	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Prkcb	0	0	0	0	0	0	0	0.5
Prkcdbp	0	0	0	0	0	-0.5	-0.5	0
Prkd2	0	0	0	0	0	0	0	0.5
Prkx	0	0	0	-0.5	0	-0.5	-0.5	0
Prmt2	0	0	0	0	0	0	0	-0.5
Prnp	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Prorsd1	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Pros1	-0.5	0	0	0	0	0	-0.5	0
Prox2	0	0	0	-0.5	0	-0.5	-0.5	0
Prpf3	-0.5	0	0	-0.5	0	0	0	0
Prpf39	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Prr5l	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Prss30	0	0	0	0	0	0	0	0.5
Prss53	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Psd	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Psmb9	0	0	0	0	0	0	0	0.5
Psmg4	0	0	0	0	0	0	0	0.5
Psph	0	0	0	0	0	0	0	0.5
Ptger2	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Ptger4	0	0	0	0	0	0	0	0.5
Ptplad1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Ptpn13	0	0	-0.5	0	0	0	0	0
Ptpn2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ptpn6	0	0	0	0	0	0	0	0.5
Ptpra	0	0	0	0	0	0	0	0.5
Ptprm	-0.5	0	-0.5	0	0	0	0	0
Ptpro	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Pum2	0	0	-0.5	-0.5	-0.5	0	0	0
Purb	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Pus1	0	0	0	0	0	0	0	0.5
Pus10	0	0	0	0	0	0	0	0.5
Pvt1	0	0	0	0	0	0	0	0.5
Pwwp2b	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Pxk	0	0	0	0	0	0	0	0.5
Qdpr	0	0	0	0	0	0	0	0.5
Qser1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
R74862	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
