	Atf3	Bcl6	E2f1	Egr1	Egr2	Fos	Jun	Klf4
Uap1	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Uba3	-0.5	0	0	-0.5	0	-0.5	0	-0.5
Uba6	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Uba7	0	0	0	0	0	0	0	0.5
Ube2g1	-0.5	0	0	-0.5	0	0	0	0
Ube2q2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Ube2w	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ube2z	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Ubr1	0	0	-0.5	-0.5	0	-0.5	0	0
Ubtd2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ubxn7	0	0	-0.5	-0.5	0	0	0	0
Uck2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Uevld	0	0	0	0	0	0	0	0.5
Ugcg	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ugdh	0	0	0	-0.5	-0.5	0	0	-0.5
Uhrf1bp1	0	0	0	0	0	0	0	0.5
Uimc1	0	0	0	0	0	0	0	0.5
Ulk1	0	0	-0.5	0	0	-0.5	0	-0.5
Unc119	0	0	0	0	0	0	0	0.5
Unc13d	0	0	0	0	0	0	0	0.5
Unc5b	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Unc80	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Ung	0	0	0	0	0	0	0	0.5
Uqcrb	0	0	0	0	0	-0.5	0	0
Usf2	0	0	0	0	0	0	0	0.5
Ushbp1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Usp10	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Usp18	0	0	0	0	0	0	0	0.5
Usp20	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Usp3	0	0	0	0	0	0	0	0.5
Usp31	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Usp35	0	0	0	-0.5	0	-0.5	0	-0.5
Usp53	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Utp14a	0	0	0	0	0	0	0	0.5
Utp23	0	0	0	-0.5	0	-0.5	0	0
Uxs1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Vapa	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Vasn	0	0	0	-0.5	0	0	0	-0.5
Vat1	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Vav1	0	0	0	0	0	0	0	0.5
Vav3	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Vcan	0	0	0	-0.5	-0.5	-0.5	0	-0.5
Vcl	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Vcpip1	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Vdr	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Vezt	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Vim	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Vkorc1l1	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Vmac	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Vps13c	0	0	0	0	0	0	0	0.5
Vps18	0	0	0	0	0	0	0	0.5
Vps37b	0	0	0	0	0	0	0	0.5
Vps37c	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Vps4a	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Vps54	-0.5	0	-0.5	-0.5	0	0	0	0
Wdhd1	-0.5	0	-0.5	-0.5	0	0	0	0
Wdr26	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Wdr37	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Wdr41	0	0	0	0	0	0	0	0.5
Wdr45	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Whamm	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Wipf1	0	0	0	0	0	0	0	0.5
Wipf2	0	0	-0.5	-0.5	-0.5	0	0	0
Wipi1	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Wipi2	0	0	-0.5	-0.5	-0.5	0	0	0
Wnt2b	0	0	-0.5	0	0	-0.5	-0.5	-0.5
Wrnip1	0	0	-0.5	-0.5	-0.5	-0.5	0	0
Wsb1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Wsb2	0	0	0	0	0	0	0	0.5
Xbp1	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Xpc	0	0	0	0	0	0	0	0.5
Xrcc6	0	0	0	0	0	0	0	0.5
Xrcc6bp1	0	0	0	0	0	0	0	0.5
Xylb	0	0	0	0	0	0	0	0.5
Xylt1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Yes1	0	0	0	-0.5	0	0	0	0
Yod1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Ythdf2	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Zbtb1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zbtb12	0	0	0	0	0	0	0	0.5
Zbtb16	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Zbtb32	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Zbtb33	0	0	-0.5	-0.5	-0.5	0	0	0
Zbtb34	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Zbtb39	0	0	0	-0.5	-0.5	0	0	0
Zbtb41	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Zbtb42	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Zbtb43	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Zbtb49	0	0	0	-0.5	-0.5	0	0	-0.5
Zbtb6	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Zbtb7a	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Zc3h10	0	0	0	0	0	0	0	0.5
Zc3h11a	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Zc3h12c	0	0	0	0	0	0	0	0.5
Zc3h7a	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Zcchc10	0	0	0	0	0	0	0	-0.5
Zcchc11	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Zcchc14	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Zcchc24	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Zcchc3	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Zcchc4	0	0	0	0	0	0	0	0.5
Zdhhc20	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Zdhhc9	-0.5	0	0	-0.5	0	-0.5	0	0
Zfhx3	0	0	0	0	0	0	0	0.5
Zfp111	0	0	0	-0.5	0	0	0	0
Zfp112	0	0	0	-0.5	0	0	0	0
Zfp142	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Zfp160	0	0	-0.5	-0.5	0	0	0	0
Zfp180	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Zfp191	0	0	-0.5	-0.5	0	-0.5	0	0
Zfp217	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp26	-0.5	0	0	-0.5	0	0	0	-0.5
Zfp260	0	0	0	-0.5	-0.5	0	0	-0.5
Zfp263	0	0	0	-0.5	0	0	0	-0.5
Zfp27	0	0	-0.5	-0.5	0	0	0	0
Zfp273	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Zfp28	0	0	0	-0.5	-0.5	0	0	-0.5
Zfp282	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Zfp292	-0.5	0	-0.5	-0.5	0	0	0	0
Zfp318	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Zfp319	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Zfp322a	0	0	0	-0.5	0	0	0	0
Zfp36l2	0	0	0	0	0	0	0	0.5
Zfp382	0	0	-0.5	-0.5	0	0	0	0
Zfp385a	0	0	0	0	0	0	0	0.5
Zfp398	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Zfp40	0	0	-0.5	0	0	0	0	0
Zfp410	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Zfp420	-0.5	0	0	-0.5	0	0	0	0
Zfp423	0	0	0	-0.5	0	0	0	0
Zfp429	0	0	0	-0.5	0	0	0	0
Zfp451	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Zfp455	0	0	0	-0.5	0	0	0	0
Zfp456	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Zfp46	-0.5	0	0	-0.5	0	-0.5	0	-0.5
Zfp467	0	0	0	0	0	0	0	0.5
Zfp472	0	0	0	0	0	0	-0.5	0
Zfp503	0	0	0	0	0	0	0	0.5
Zfp516	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp52	0	0	0	-0.5	0	-0.5	0	0
Zfp521	0	0	0	0	0	0	0	0.5
Zfp553	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp558	0	0	0	-0.5	-0.5	0	0	0
Zfp568	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Zfp574	0	0	-0.5	0	0	0	0	-0.5
Zfp58	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Zfp595	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Zfp606	0	0	0	-0.5	0	0	0	0
Zfp608	0	0	0	0	0	0	0	0.5
Zfp61	-0.5	0	0	-0.5	0	0	0	-0.5
Zfp64	-0.5	0	0	-0.5	0	0	-0.5	-0.5
Zfp651	-0.5	0	0	-0.5	0	-0.5	0	-0.5
Zfp672	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Zfp7	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp704	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp708	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp710	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Zfp715	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Zfp738	-0.5	0	0	-0.5	0	0	0	0
Zfp747	-0.5	0	0	0	0	0	0	0
Zfp748	0	0	0	-0.5	0	0	0	0
Zfp764	-0.5	0	0	0	0	-0.5	-0.5	0
Zfp768	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Zfp770	-0.5	0	0	0	0	0	0	0
Zfp777	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Zfp780b	0	0	0	-0.5	-0.5	0	0	0
Zfp790	0	0	0	-0.5	0	-0.5	-0.5	0
Zfp800	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Zfp821	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Zfp830	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Zfp84	0	0	0	-0.5	0	0	0	0
Zfp867	0	0	0	0	0	0	0	-0.5
Zfp9	0	0	0	-0.5	0	0	0	0
Zfp91	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Zfp933	0	0	0	-0.5	0	0	0	0
Zfp948	0	0	0	-0.5	0	-0.5	0	0
Zfp949	0	0	0	-0.5	-0.5	0	0	0
Zfp951	0	0	0	-0.5	0	-0.5	0	0
Zfp953	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Zfyve20	-0.5	0	0	-0.5	0	0	0	0
Zfyve28	0	0	0	0	0	0	0	0.5
Zhx2	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Zkscan6	0	0	0	0	0	0	0	0.5
Zmym1	0	0	0	-0.5	0	-0.5	-0.5	0
Zmym2	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Zmym5	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Zmynd15	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Znrf3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zranb2	0	0	0	0	0	0	0	0.5
Zscan29	0	0	-0.5	-0.5	0	-0.5	0	0
Zswim6	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Zyg11b	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
