	Atf3	Egr1	Egr3	Fos	Fosb	Hic1	Irf1	Irf2	Irf7	Irf8	Jun	Jund	Klf4	Maz	Myc	Nfya	Stat1	Stat2	Zbtb7b
Fry	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Fscn2	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Fsd1l	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Ftsj2	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fuca1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5
Fuca2	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Furin	-0.5	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Fut4	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Fut8	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5
Fxr2	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Fxyd1	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Fyb	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Fyn	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Fyttd1	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Fzd1	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Fzd4	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Fzd6	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0
Fzr1	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0
G3bp1	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Gab1	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gab3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0
Galk2	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0
Galnt10	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Galnt6	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5
Galnt7	-0.5	-0.5	-0.5	-0.5	-0.5	0	-1.5	0	-1.0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Galt	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Gan	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Ganc	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0
Gapt	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gart	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5
Gas2	0	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0
Gas2l3	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gatc	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Gatm	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatsl2	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Gba2	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gbp2	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Gbp3	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Gbp4	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Gbp5	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Gbp6	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Gbp8	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Gbp9	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Gca	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Gcc1	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gclc	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5
Gcnt2	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Gcsh	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gda	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gdpd5	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5
Gemin6	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0
Gfer	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gfod1	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gfpt1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gfpt2	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Gga2	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Ggnbp2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Ggt5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggta1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Ghr	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Gimap1	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gins1	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Gins2	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gins4	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Gk5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Glcci1	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Gldc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Glis3	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Glp2r	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gls	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Gls2	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Gltscr1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Gltscr2	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Gm11517	0	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Gm11545	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gm12250	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Gm128	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	-0.5	0	0	0	-0.5
Gm14378	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Gm15760	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Gm15800	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Gm1966	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Gm2a	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gm3336	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	0
Gm5148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Gm5431	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Gm561	0	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Gm5617	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6654	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Gm7120	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0
Gm9047	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Gmeb1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Gmfg	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Gmppb	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Gmps	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0
Gnai3	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Gnao1	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnaq	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gnb2l1	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0
Gnb4	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0
Gng4	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Gngt2	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Golga5	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Golim4	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5
Golm1	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0
Gon4l	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0.5	0
Gorab	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gp49a	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gpaa1	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0
Gpbp1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gpc1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Gpc6	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Gpd2	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Gpm6b	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Gpnmb	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gpr114	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5
Gpr116	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Gpr124	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Gpr126	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Gpr141	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpr146	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Gpr160	0	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5
Gpr18	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Gpr33	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Gpr35	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Gpr55	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Gpr56	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Gpr68	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0
Gpr84	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5
Gpr85	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gpsm2	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Gpsm3	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gpx1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Gramd1b	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5
Gramd1c	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Gramd4	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Grap2	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Grasp	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5
Grcc10	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0	0
Greb1l	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Grhl1	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Grin3a	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Grk5	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Grk6	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Gsdmd	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Gsg1	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Gspt1	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Gsr	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0
Gsto1	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Gstz1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Gtf2e2	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Gtf2h2	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Gtf2h4	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Gtf2i	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Gtf2ird2	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Gtf3c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Gtf3c5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Gtl3	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0.5
Gtpbp1	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0.5
Guca1a	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0
Guk1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Gxylt1	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Gyg	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gzma	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5
H2-dmb1	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5
H2-dmb2	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5
H2-ea-ps	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
H2-eb2	-0.5	0	0	-0.5	0	-0.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0
H2-k2	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0
H2-m3	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
H2-t10	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0
H2-t23	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
H2afj	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0
H2afv	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0.5
H2afy	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3f3b	0.5	0.5	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
H6pd	0	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Hagh	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Hamp	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Hap1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Has1	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5
Haus5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Hax1	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0
Hck	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Hcls1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0
Hdac11	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Hdac5	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Hdac9	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Hdgfrp2	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Heatr5b	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0
Hectd2	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Heg1	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Hells	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Helz	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Hepacam2	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Herc6	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Herpud1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Hes1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Hey1	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Hfe	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Hgs	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Hgsnat	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Hhex	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5
Hhip	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5
Hic1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5
Hic2	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Higd2a	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Hint2	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Hipk2	0	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0.5
Hist1h1a	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Hist1h1b	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0
Hist1h1c	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0	0
Hist1h1d	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Hist1h1e	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Hist1h2ab	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0
Hist1h2ai	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5
Hist1h2bb	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0
Hist1h2be	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Hist1h2bf	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0
Hist1h2bg	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0
Hist1h2bh	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0
Hist1h2bk	0.5	0.5	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0.5
Hist1h2bl	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5
Hist1h2bm	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5
Hist1h3a	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Hist1h3c	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0	0
Hist1h4c	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Hist1h4d	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Hist1h4j	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Hist2h2be	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Hist3h2a	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Hist3h2ba	0	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0
