	Atf3	Egr1	Egr3	Fos	Fosb	Hic1	Irf1	Irf2	Irf7	Irf8	Jun	Jund	Klf4	Maz	Myc	Nfya	Stat1	Stat2	Zbtb7b
Mad2l1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Madd	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Mafg	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Mafk	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Maged1	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Magi3	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Malt1	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Mamdc2	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Mamld1	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Mansc1	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Map2k3	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Map2k4	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5
Map2k6	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5
Map3k12	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Map3k14	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Map3k15	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Map3k3	0.5	0.5	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0.5
Map3k6	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Map3k8	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Map4k1	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0
Map4k2	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Map4k3	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Map4k4	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Mapk11	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Mapk14	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Mapk1ip1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Mapk6	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Mapk8ip3	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Mapkap1	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk3	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
March1	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0
March7	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Marcks	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Marcksl1	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Mark3	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Mast3	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5
Mast4	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Mavs	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Maz	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Mbd4	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0
Mbd5	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0	0.5
Mbip	-0.5	-0.5	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5
Mbnl2	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Mbnl3	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Mcc	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Mccc2	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Mcf2l	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Mcm10	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Mcm3	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Mcm5	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Mcm6	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Mcm7	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Mcoln2	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Mdc1	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Mdfic	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Mdh2	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Mdm2	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Mdn1	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Mecp2	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Med12l	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Med13	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Med27	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0
Med30	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Med31	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Med4	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0
Mefv	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0
Megf11	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Megf8	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Melk	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Mertk	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0
Mesdc1	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Metap1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Metrn	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Mettl14	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0
Mettl6	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Mettl7a1	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Mettl8	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Mex3b	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Mex3c	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Mfap3l	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Mfhas1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Mfng	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Mfsd1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Mfsd11	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Mfsd2a	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Mfsd6	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Mgat4a	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0.5	0
Mical2	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0.5
Micalcl	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall1	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Micall2	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Mier3	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Mif	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Mif4gd	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Minpp1	0	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0
Mir132	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5
Mir1938	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Mis12	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Mitf	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Mki67	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5
Mknk1	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0
Mlh3	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0
Mllt4	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Mllt6	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0
Mlycd	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Mmgt2	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Mmp19	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Mmp25	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Mmp9	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Mmrn2	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Mnda	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0
Mndal	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Mns1	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Mnt	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Mocs1	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Morn3	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Mospd1	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Mospd3	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Mov10	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Mphosph10	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5
Mpp5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Mpp6	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Mpp7	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Mpv17	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mras	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0	0.5	0	0
Mri1	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5
Mrpl1	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5
Mrpl10	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Mrpl15	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Mrpl28	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl34	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5
Mrpl36	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl39	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Mrpl42	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps33	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Mrvi1	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0.5	0
Ms4a4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Ms4a4c	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Ms4a6b	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Msh2	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Msl2	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Msl3l2	0	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Msrb3	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Mt2	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mta3	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0
Mtf2	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Mtfr1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Mtif3	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0
Mtmr1	0	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0.5	0	0.5
Mtmr10	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Mtmr11	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Mtmr3	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Mtmr4	0	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Mtr	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Mtss1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Mtus1	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0.5	0
Muc1	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0
Mx1	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Mx2	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Mxd4	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Mxi1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Mxra7	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5
Mybl2	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc3	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Myc	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Mycbp2	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Myl12b	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Myo10	-0.5	-0.5	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0
Myo1b	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Myo1c	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Myo1e	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0
Myo1f	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Myo6	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Myo7a	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Mysm1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
N4bp1	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Naa15	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Naa30	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Naa50	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Nab1	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Nab2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Naip2	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Naip5	0	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Naip6	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0
Nampt	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5
Napsa	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Narf	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Nat10	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Nat8l	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Nbeal2	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0.5	0.5
Ncald	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Ncam1	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ncapd2	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Ncapd3	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Ncaph	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Nceh1	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Ncf1	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Nck1	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Nckap1	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Nckipsd	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0.5
Ncoa7	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Ncs1	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Ndc80	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0
Ndfip2	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Ndrg1	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Ndrg3	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Ndrg4	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5
Ndst1	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5
Ndufa3	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0
Ndufa6	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Ndufa8	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0
Ndufaf3	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Ndufb11	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5
Ndufb3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Ndufs2	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Ndufs3	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs7	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5
Ndufv2	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5
Neb	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Nedd4	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5
Nedd8	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0
Nedd9	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Nefh	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Neil1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil3	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Nek2	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Neo1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Net1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Neurl3	0	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Nfam1	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Nfat5	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
