	Atf2	Atf3	Bclaf1	Creb1	Ctcf	E2f1	E2f4	E2f6	Egr1	Egr2	Egr3	Elf1	Elk1	Ets1	Etv6	Fos	Gabpa	Hey1	Hic1	Irf1	Jund	Klf13	Klf16	Klf4	Klf5	Klf7	Myc	Nfya	Nfyb	Nrf1	Pbx3	Pou2f1	Rest	Rfx5	Setdb1	Smarcc2	Sp1	Sp2	Sp3	Sp4	Srf	Taf1	Tbp	Zfp523
Shank1	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Siglecg	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0	0
Sipa1l2	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Sirt5	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Ska3	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a4	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Slc22a4	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Slc26a6	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0
Slc27a2	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0
Slc29a2	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0
Slc37a4	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Slc4a8	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Slc6a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a20a	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Slc9a3r2	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.75	0	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Slco2b1	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0
Slfnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.25	0	0
Smad1	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Smagp	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25
Smarcal1	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0
Smarcd1	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Smyd4	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Snai1	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0.25	0	0
Snapc4	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Snn	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Sntb2	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0.25	0.75	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Snx33	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0	0
Socs5	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Spag1	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Spag5	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Spag9	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Sparc	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata5l1	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0
Spc24	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Spred2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Spry1	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0
Spsb1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Src	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Ss18l1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
St13	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Stat2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0
Stoml1	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Sult1a1	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0
Svep1	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0
Syn1	0	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0
Syne1	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0
Synpo2	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0
Syp	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	0
Taok2	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25
Tarbp2	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Tbc1d19	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0
Tex9	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0
Tgfb2	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0
Timd4	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0
Tlcd2	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Tle6	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0
Tmeff1	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0
Tmem120b	0.25	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Tmem141	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Tmem143	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Tmem14a	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
Tmem191c	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0
Tmem204	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0
Tmem70	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.75	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25
Tmpo	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25
Tmtc4	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25
Tmub1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Tnfrsf17	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Tnfsf15	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0
Tnfsf8	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0
Tnni2	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.75	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	-0.25	0
Tnpo2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25
Top3a	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Tpm2	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0
Tpx2	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25
Traf3ip3	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Trappc6a	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0
Trim14	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Trim21	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0
Trim32	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25
Trim34a	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Trim41	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25
Trim47	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Trmt2a	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Tsc22d3	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0
Tshz2	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0
Tspan2	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Tspyl3	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0
Tstd1	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0
Ttc12	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Ttc39a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttf2	0	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0
Tti1	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25
Ttyh2	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Tulp3	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Txndc5	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0.25	0.75	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Ubap1	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0.25	0	0.25	0	0
Ubtd2	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Ubxn2b	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Ugt1a5	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uhrf1	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.33	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
