	Bach2	Bcl11b	Bcl6	Cebpg	Dmrta1	Egr2	Elf4	Eomes	Esr1	Esrra	Ets2	Foxc1	Foxj1	Foxm1	Foxo1	Glis3	Gtf3a	Irf4	Irf5	Irf7	Irf8	Jdp2	Klf12	Klf2	Klf5	Klf8	Lef1	Max	Mef2c	Mef2d	Meis3	Nr4a2	Pparg	Prdm1	Relb	Sox8	Stat3	Stat4	Stat5a	Stat5b	Tada2b	Tbx21	Tcf7	Trp53	Zbtb16	Zfhx3	Zfp287	Zfp553	Zfp57	Zfp606	Zfp646	Zfp768	Zfp827
Ccdc9	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl17	-4.0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ccl3	1.0	0	0	0	0	1.0	1.0	2.0	0	0	2.5	0	0	0	1.0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	1.0	0.5	1.0	0	3.0	0.5	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
Ccl4	1.0	0.5	0	0	0	1.0	1.0	3.0	0	0	2.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	1.0	0	0	2.0	3.0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0
Ccl5	2.0	0	0	0	0	2.0	0	0	0	0	0.5	1.0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	2.0	2.0	1.0	2.0	1.0	0	0.5	1.0	0	3.0	0.5	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Ccl9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Ccnc	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	2.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Ccne1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0	2.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccny	0	0	0	0	0	0	-1.0	0	0	0	-1.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ccr2	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.5	1.5	3.0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Ccr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ccr9	-1.0	0	0	0	0	-1.0	0	-2.0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ccrl2	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ccrn4l	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Cct5	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd160	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Cd163l1	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2	0	0.5	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	1.0	0	1.0	3.0	3.0	6.0	6.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	0.5	1.0	0	1.0	0.5	0	0	0	3.0	3.0	3.0	3.0	0	1.0	1.0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd200r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r4	0	0.5	0	0	0	0	2.0	1.0	0	0	1.0	0	0	0	0	1.0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	2.0	2.0	2.0	2.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Cd226	-2.0	-0.5	-1.0	-2.0	-0.5	-2.0	-1.0	-3.0	0	0	-1.5	-2.0	-2.0	0	-2.0	0	-3.0	-3.5	-3.5	-7.0	-7.0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	-3.0	0	-2.0	-1.5	0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
Cd244	1.0	0	0	0	0	1.0	1.0	2.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd247	0	0	0	0	0	2.0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	0.5	0.5	1.0	1.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	1.0	0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd27	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd274	0	0	0	0	0	0	1.0	0	0	0	1.5	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd28	0	0.5	0	0	0	1.0	0	0	0	0	2.5	0	0	0	1.0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	2.0	1.0	0	0	0	1.0	1.0	1.0	0	0.5	3.0	3.0	3.0	3.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0
Cd2ap	0	0	0	0	0	0	-1.0	0	0	0	-0.5	0	-2.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300a	0	0	0	0	0	0	1.0	0	1.0	1.0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	3.0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd300lf	3.0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	3.5	3.5	7.0	7.0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	1.0	0	0.5	1.0	0	0	0	0	0	0	0	0	0
Cd37	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	0	-0.5	-1.0	-2.0	-0.5	-1.0	-1.0	-3.0	-1.0	-1.0	-2.0	-1.0	-2.0	0	-2.0	0	-3.0	-2.0	-2.0	-4.0	-4.0	0	0	0	0	0	-1.0	0	0	0	-2.0	0	-0.5	-1.0	-1.0	0	-3.0	-3.0	-3.0	-3.0	0	-3.0	-0.5	-1.0	-1.5	-1.0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
Cd52	0	0.5	0	0	0	1.0	0	0	0	0	1.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd55	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Cd68	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Cd69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Cd7	2.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd81	-2.0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd82	0	0	0	-1.0	0	0	-1.0	0	0	0	-0.5	0	-1.0	0	-2.0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-1.0	0	-0.5	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Cd84	-1.0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0
Cd9	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cd93	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Cd96	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Cd97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cdan1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc14a	-2.0	-0.5	0	0	0	0	0	0	0	0	0	-2.0	-3.0	-1.0	-1.0	0	-3.0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	-3.0	-1.0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.5	0	-1.5	0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
Cdc14b	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0.5	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Cdc25b	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc34	2.0	0	0	0	0	1.0	0	0	1.0	1.0	0.5	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0.5	1.0	1.0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Cdc42ep3	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42se1	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh1	0	0.5	0	0	0	1.0	3.0	0	1.0	1.0	2.0	1.0	0	0	1.0	0	0	1.0	1.0	2.0	2.0	0	0	0	0	0	2.0	0	0	0	2.0	1.0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Cdh10	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Cdh13	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh23	1.0	0	0	0	0	1.0	3.0	0	0	0	2.5	0	0	0	0	1.0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0.5	1.0	1.0	1.0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cdhr5	0	0.5	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	4.0	4.0	8.0	8.0	0	4.0	4.0	2.0	4.0	1.0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	1.0	0.5	0	0	0	0	0	0	0	0	0	0
Cdk5r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Cdk9	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cdkl3	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2d	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Cdon	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdv3	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cdyl2	-1.0	-0.5	-1.0	0	-0.5	-2.0	-2.0	-3.0	0	0	-2.5	-1.0	-2.0	-1.0	-3.0	0	-2.0	-2.0	-2.0	-4.0	-4.0	0	0	0	0	0	-5.0	0	-1.0	-2.0	-2.0	0	-1.0	-1.0	-1.0	0	-3.0	-3.0	-3.0	-3.0	-1.0	-3.0	-2.5	-1.0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Celsr1	0	0	0	0	0	1.0	0	0	0	0	1.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cenpa	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Cenpe	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Cenpw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep57	0	-0.5	-1.0	0	0	-1.0	0	-2.0	0	0	-1.5	-2.0	-3.0	-1.0	-1.0	0	0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	-3.0	-3.0	-3.0	-3.0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0
Cep57l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep63	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep97	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-4.0	-4.0	-8.0	-8.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cept1	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn4	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfdp1	0	-0.5	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd10	0	0	0	0	0	2.0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd6	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chic1	0	-0.5	0	0	0	0	0	-2.0	0	0	-2.5	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0
Chl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Chn2	0	-0.5	0	0	-0.5	-2.0	-2.0	-3.0	0	0	-2.5	0	-2.0	0	-1.0	0	-2.0	-4.0	-4.0	-8.0	-8.0	-1.0	0	0	0	0	0	-1.0	-1.0	-2.0	-2.0	0	-1.0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	-3.0	0	0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Chpt1	3.0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Chrm4	1.0	0	0	0	0	1.0	3.0	0	0	0	2.0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Chrna2	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
Chrne	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst11	-3.0	-0.5	0	0	0	-1.0	-2.0	-2.0	-1.0	-1.0	-2.5	0	-1.0	0	-3.0	0	-4.0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-0.5	-1.0	-1.0	0	-0.5	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	0	0	-2.0	0	-4.0	-4.0	-2.0	-4.0	-4.0	-4.0	-4.0
Chst12	0	0.5	0	0	0	0	0	3.0	0	0	0.5	0	0	0	0	0	0	1.0	1.0	2.0	2.0	0	1.0	1.0	0.5	1.0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0.5	0	0	0	0	0	0	0	0	0	0
Chst15	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Chsy1	2.0	0.5	0	0	0	0	1.0	0	1.0	1.0	2.0	1.0	0	0	1.0	0	2.0	1.5	1.5	3.0	3.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	0.5	1.0	2.0	0	0	1.0	0	0.5	2.0	2.0	2.0	2.0	1.0	0	0.5	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Ciapin1	2.0	0.5	0	0	0	2.0	0	0	1.0	1.0	0.5	0	0	0	0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	0	0	0	0	1.0	0	0.5	1.0	0	3.0	0.5	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cinp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Cirh1a	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Cish	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0
Cited4	0	0	0	-2.0	0	0	0	-1.0	0	0	-1.5	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
