	Ar	Ascl4	Batf3	Bmyc	E2f2	E2f7	E2f8	Egr2	Egr3	Elk3	Erg	Gtf3a	Hey1	Hlf	Hsf4	Irf4	Irf8	Klf10	Klf12	Lef1	Maz	Mlx	Mycn	Mzf1	Nfic	Nfil3	Nfkbia	Nfkbid	Nfkbil1	Nfyb	Nr1d1	Nr1i2	Nr4a1	Pbx2	Pparg	Rara	Rarg	Rbpj	Rorc	Runx2	Snai3	Sox9	Tbx21	Tfap4	Tfeb	Thap3	Thap4	Thra	Vdr	Zbtb14	Zbtb16	Zbtb32	Zbtb37	Zbtb7b	Zfp1	Zfp143	Zfp287	Zfp296	Zfp3	Zfp41	Zfp426	Zfp462	Zfp64	Zfp691	Zfp768	Zfp775	Zfp92	Zscan10
0610031j06rik	0	0	0.5	2.0	1.5	1.5	1.5	1.5	1.5	0	0	3.0	0	0	0	0	2.0	7.5	0	1.5	0	0	0	3.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0	3.0	0	3.0	0.5	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
1110007c09rik	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009l16rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600002k03rik	0	1.5	0	0	4.5	4.5	4.5	3.0	3.0	0	0	6.0	0	0	1.5	0	3.0	13.5	0	1.5	1.5	0	0	6.0	0	0	0	0	0	3.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	6.0	0	0	0	3.0	6.0	1.5	6.0	0	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
1700001l05rik	0	0	0	0	1.5	1.5	1.5	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
1700001p01rik	0	0	0	-3.0	0	0	0	-4.5	-4.5	0	0	-1.5	0	0	0	0	-1.5	-9.0	0	0	-1.5	-1.5	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	-6.0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
1700009p17rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012b07rik	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028k03rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
1700066b19rik	0	0	0	0	-3.0	-3.0	-3.0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067k01rik	0	0	0	0	-4.5	-4.5	-4.5	-6.0	-6.0	0	0	-3.0	0	0	0	0	-1.5	-3.0	0	-1.5	-1.5	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	-1.0	-1.0	-3.0	-3.0	-1.5	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
1810058i24rik	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010300c02rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010320m18rik	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	1.5	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
2210417a02rik	0	0	0	0	0	0	0	1.5	1.5	9.0	0	0	0	0	1.5	0	0	4.5	0	1.5	1.5	0	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
2310003h01rik	0	0	0	0	-4.5	-4.5	-4.5	-3.0	-3.0	0	0	-1.5	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	-1.5	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
2310007l24rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	2.0	0	2.0	2.0	0	2.0	0
2310030g06rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	-2.0	-2.0	0	0	0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
2810006k23rik	0	0	0	0	1.5	1.5	1.5	3.0	3.0	1.5	0	1.5	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
2810442i21rik	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
2900005j15rik	0	0	0	0	-3.0	-3.0	-3.0	-1.5	-1.5	-3.0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	-1.5	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
2900041m22rik	0	0	0	0	0	0	0	4.5	4.5	0	0	0	0	0	0	0	1.5	7.5	0	1.5	0	0	0	0	0	0	0	0	0	4.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
4732471j01rik	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486l24rik	0	0	0	0	1.5	1.5	1.5	3.0	3.0	0	0	3.0	0	0	0	0	5.0	1.5	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
4930550c14rik	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	1.5	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	2.0	0	2.0	2.0	0	2.0	0
4930563e22rik	0	0	0	-3.0	-7.5	-7.5	-7.5	-3.0	-3.0	-9.0	0	-4.5	0	0	0	0	-2.0	-9.0	0	-1.5	0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.5	0	0	0	-1.5	-4.5	-1.5	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
4930581f22rik	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	3.0	0	0	3.0	0	0	0	0	1.5	0	0	0	3.0	0	0	1.5	1.5	1.5	3.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	1.5	1.5	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
4931440p22rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
4932438h23rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	-2.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406i18rik	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
4933427d14rik	0	0	0	-3.0	-7.5	-7.5	-7.5	-3.0	-3.0	-9.0	0	-4.5	0	0	-0.5	0	-2.0	-9.0	0	-1.5	0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.5	0	0	0	-1.5	-4.5	-1.5	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
4933427e11rik	0	0	0	0	0	0	0	-0.5	-0.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933431e20rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033406o09rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430421n21rik	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	3.0	0	0	0	0	0	0	1.5	0	0	1.5	1.5	1.5	0	0	1.5	0	0	0	3.0	3.0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
5430427o19rik	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	3.0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830417i10rik	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830432e09rik	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330403a02rik	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430571l13rik	0	0	0	0	0	0	0	3.0	3.0	1.5	0	5.0	0	0	4.5	0	3.0	4.5	0	1.5	3.0	0	0	5.0	6.0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	0	1.5	0	0	1.5	1.5	0	0	0	0	0	5.0	0	0	0	1.5	5.0	1.5	5.0	0	5.0	5.0	5.0	0	5.0	0	0	5.0	0	5.0
8430427h17rik	0	0	0	0	6.0	6.0	6.0	4.5	4.5	3.0	0	9.0	0	0	0	0	3.0	9.0	0	3.0	3.0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	9.0	0	0	0	1.5	9.0	1.5	9.0	1.5	9.0	9.0	9.0	0	9.0	0	0	9.0	0	9.0
9030617o03rik	0	0	0	2.0	1.5	1.5	1.5	3.0	3.0	0	0	9.5	0	0	4.5	0	3.0	0	0	1.5	1.5	0	0	9.5	6.0	0	0	0	0	3.0	0	1.5	3.0	1.5	1.5	4.5	4.5	0	0	4.5	0	0	0	1.5	0	0	0	0	0	9.5	0	1.5	1.5	0	9.5	0	9.5	1.5	9.5	9.5	9.5	0	9.5	0	0	9.5	0	9.5
9430020k01rik	0	0	0	1.5	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	1.5	7.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
9630028b13rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1cf	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330023f24rik	0	0	0	1.5	0	0	0	3.0	3.0	0	0	8.0	0	0	0	0	1.5	1.5	0	3.0	0	0	0	8.0	0	0	1.5	1.5	1.5	0	0	1.5	0	0	1.5	4.5	4.5	0	0	4.5	0	0	1.5	1.5	0	0	0	0	0	8.0	0	0	0	0	8.0	0	8.0	0	8.0	8.0	8.0	0	8.0	0	0	8.0	0	8.0
A530013c23rik	0	0	0	0	-1.5	-1.5	-1.5	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-0.5	-1.0	-0.5	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	-1.0
A530032d15rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530088e08rik	0	0	0	1.5	1.5	1.5	1.5	4.5	4.5	1.5	0	6.0	0	0	1.5	0	0	1.5	0	0	3.0	1.5	0	6.0	0	0	0	0	0	0	0	0	0	1.5	0	4.5	4.5	0	0	1.5	0	0	0	0	6.0	0	0	0	0	6.0	0	0	0	3.0	6.0	0	6.0	0	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
A930011g23rik	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
A930015d03rik	0	0	0	1.5	0	0	0	0	0	0	0	4.5	0	0	0	0	1.5	1.5	0	0	0	0	0	4.5	1.5	0	0	0	0	0	0	1.5	3.0	0	0	4.5	4.5	0	0	3.0	0	0	0	1.5	0	0	0	0	0	4.5	0	1.5	1.5	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Aa388235	0	0	0	3.0	3.0	3.0	3.0	1.5	1.5	3.0	0	2.0	0	0	0	0	6.5	7.5	0	1.5	1.5	0	0	2.0	0	0	1.5	1.5	1.5	4.5	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	2.0	0	0	0	1.5	2.0	1.5	2.0	1.5	2.0	2.0	2.0	0	2.0	0	0	2.0	0	2.0
Aa467197	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Aarsd1	0	0	0	3.0	0	0	0	1.5	1.5	0	0	3.0	0	0	0	0	1.5	0	0	1.5	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Ab124611	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Abcb1a	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	-3.5	-3.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb8	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0.5	0	0.5	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0	0.5
Abcb9	0	0	0	-3.0	-4.5	-4.5	-4.5	-1.5	-1.5	-3.0	0	-7.5	0	0	0	0	0	-1.5	0	-1.5	0	-1.5	0	-7.5	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-0.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	-7.5	0	0	0	-1.5	-7.5	0	-7.5	0	-7.5	-7.5	-7.5	0	-7.5	0	0	-7.5	0	-7.5
Abcc3	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	0	0	0	0	4.5	4.5	4.5	6.0	6.0	0	0	7.5	0	0	0	0	0	0	0	0	1.5	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	7.5	0	7.5	0	7.5	7.5	7.5	0	7.5	0	0	7.5	0	7.5
Abi3bp	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0
Ablim1	0	0	0	0	0	0	0	1.5	1.5	0	0	6.0	0	0	0	0	5.0	3.0	0	1.5	1.5	0	0	6.0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	6.0	0	6.0	0	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
Ablim2	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim3	1.0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0.5	0	1.5	-0.5	0	0	0	0	0	0	-0.5	0	0.5	0	0	0	0	0	0	-0.5	0	0	-1.5	-1.5	0	3.0	0	-0.5	0	0	0	0	0	0	0.5	0	-0.5	0.5	0	0	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0.5	-0.5	0.5	0.5	-0.5	0.5	-0.5
Abtb2	0	0	0	0	0	0	0	0	0	-6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad10	0	-1.5	0	0	-3.0	-3.0	-3.0	-1.5	-1.5	0	0	0	0	0	0	0	-1.5	-1.5	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ache	0	-1.5	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Acot7	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Acox1	0	0	0	-3.0	-3.0	-3.0	-3.0	-4.5	-4.5	0	0	-4.5	0	0	0	0	-1.5	-7.5	0	0	-1.5	-3.0	0	-4.5	0	0	0	0	0	-3.0	0	0	-1.5	-1.5	-1.0	-1.5	-1.5	0	0	0	0	0	0	0	-7.5	0	0	0	0	-4.5	0	0	0	-1.5	-4.5	0	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Acoxl	0	0	0	-1.5	0	0	0	-6.0	-6.0	0	0	-3.5	0	0	0	0	-1.5	0	0	0	0	0	0	-3.5	-0.5	0	-1.5	-1.5	-1.5	0	0	0	0	-1.5	0	-3.5	-3.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	-3.5	0	0	0	0	-3.5	0	-3.5	-0.5	-3.5	-3.5	-3.5	0	-3.5	0	0	-3.5	0	-3.5
Acpp	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsbg1	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
Actb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actbl2	0	0	1.5	0	0	0	0	1.5	1.5	0	0	4.5	0	0	0	0	6.0	0	0	1.5	1.5	0	0	4.5	0	0	1.5	1.5	1.5	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0.5	0	0	0	0	4.5	0	0	0	0	4.5	1.5	4.5	1.5	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Actg2	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actn1	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	0	-1.0	0
Actn2	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0.5	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0.5	-0.5	0.5	0.5	-0.5	0.5	-0.5
Actn3	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	-1.5	-3.0	0	0	-1.5	0	0	0	0	0	0	0	0	-2.0	0	0	0	-1.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
