	Ar	Ascl4	Batf3	Bmyc	E2f2	E2f7	E2f8	Egr2	Egr3	Elk3	Erg	Gtf3a	Hey1	Hlf	Hsf4	Irf4	Irf8	Klf10	Klf12	Lef1	Maz	Mlx	Mycn	Mzf1	Nfic	Nfil3	Nfkbia	Nfkbid	Nfkbil1	Nfyb	Nr1d1	Nr1i2	Nr4a1	Pbx2	Pparg	Rara	Rarg	Rbpj	Rorc	Runx2	Snai3	Sox9	Tbx21	Tfap4	Tfeb	Thap3	Thap4	Thra	Vdr	Zbtb14	Zbtb16	Zbtb32	Zbtb37	Zbtb7b	Zfp1	Zfp143	Zfp287	Zfp296	Zfp3	Zfp41	Zfp426	Zfp462	Zfp64	Zfp691	Zfp768	Zfp775	Zfp92	Zscan10
Actr6	0	0	0	0	0	0	0	1.5	1.5	0	0	3.0	0	0	0	0	3.5	1.5	0	0	0	0	0	3.0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Adam12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam19	0	0	0	0	0	0	0	6.0	6.0	0	0	8.0	0	0	0	0	8.0	0	0	0	1.5	0	0	8.0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	0	0.5	0	0	0	0	3.0	0	0	0	0	8.0	0	0	0	0	8.0	0.5	8.0	1.5	8.0	8.0	8.0	0	8.0	0	0	8.0	0	8.0
Adam8	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts16	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	1.5	0
Adamts6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl4	0	1.5	0	0	0	0	0	1.5	1.5	1.5	0	5.0	0	0	4.5	0	0	1.5	0	1.5	0	0	0	5.0	0	0	1.5	1.5	1.5	0	0	0	0	0	1.5	0	0	0	0	4.5	0	0	0	1.5	0	0	0	0	0	5.0	0	0	0	0	5.0	0	5.0	0	5.0	5.0	5.0	0	5.0	0	0	5.0	0	5.0
Adamtsl5	0	0	0	-1.5	0	0	0	0	0	0	0	-3.0	0	0	0	0	-1.5	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Adap1	0	0	0	0	0	0	0	3.0	3.0	1.5	0	6.0	0	0	0	0	0	0	0	0	3.0	0	0	6.0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	4.5	4.5	0	0	1.5	0	0	0	0	0	0	0	0	0	6.0	0	0	0	1.5	6.0	1.5	6.0	0	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
Adcy4	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora3	0	0	0	0	0	0	0	1.5	1.5	0	0	3.0	0	0	1.5	0	1.5	7.5	0	1.5	0	0	0	3.0	4.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	3.0	0	1.5	1.5	0	3.0	0	3.0	1.5	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Adpgk	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Adssl1	0	0	1.5	0	3.0	3.0	3.0	1.5	1.5	9.0	0	3.0	0	0	0	0	1.5	0	0	0	0	0	0	3.0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Afap1l2	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Aff1	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-3.5	-3.5	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Aff4	0	0	0	-3.0	-1.5	-1.5	-1.5	-6.0	-6.0	-1.5	0	-3.0	0	0	0	0	-1.5	-6.0	0	-1.5	-1.5	-3.0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.5	0	0	0	0	-3.0	0	0	0	-3.0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Afmid	0	1.5	0	0	6.0	6.0	6.0	3.0	3.0	0	0	5.0	0	0	0	0	3.0	7.5	0	0	0	0	0	5.0	4.5	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	5.0	0	0	0	0	5.0	3.0	5.0	0	5.0	5.0	5.0	0	5.0	0	0	5.0	0	5.0
Agpat9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrp	0	-1.5	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	-1.5	0	0	0	-3.0	-3.0	0	0	0	0	0	-4.5	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Ai467606	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
Aim1l	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	3.0	0	0	1.5	0	0	0	1.5	0	0	1.5	1.5	1.5	4.5	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Aim2	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	3.5	3.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	0	2.0	0	2.0	2.0	2.0	0	2.0	0	0	2.0	0	2.0
Airn	0	0	0	-1.5	0	0	0	-1.5	-1.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
Alcam	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	6.0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	3.0	1.5	1.5	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Aldh18a1	0	0	0	0.5	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0.5	2.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Aldh7a1	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldoa	0	0	0	0	0	0	0	1.5	1.5	9.0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alox12	0	0	0	-3.0	-3.0	-3.0	-3.0	-1.5	-1.5	-9.0	0	-3.0	0	0	0	0	0	-1.5	0	-1.5	0	0	0	-3.0	0	0	-1.5	-1.5	-1.5	-3.0	0	-1.5	0	-1.5	0	0	0	0	0	0	0	0	0	-1.5	-7.5	0	0	0	0	-3.0	0	0	0	-3.0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Aloxe3	0	-1.5	0	0	-1.5	-1.5	-1.5	-6.0	-6.0	-1.5	0	-3.0	0	0	-0.5	0	-1.5	-6.0	0	0	-1.5	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-3.0	0	0	0	-1.5	-3.0	-1.5	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Alpk1	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amdhd2	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	0	0	3.0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Amotl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampd3	0	0	0	-1.5	0	0	0	0	0	0	0	-1.5	0	0	0	0	-2.0	-9.0	0	0	0	0	0	-1.5	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	-0.5	0	0	0	0	-1.5	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Amph	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc2	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	-4.5	0	-1.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Ang	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt4	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	-2.0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Angptl2	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	2.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0	0.5
Ank	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-1.0	-1.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankle1	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd13b	0	0	0	0	4.5	4.5	4.5	3.0	3.0	0	0	4.5	0	0	0	0	3.0	4.5	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	3.0	4.5	1.5	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Ankrd13c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Ankrd13d	0	0	0	3.0	1.5	1.5	1.5	3.0	3.0	0	0	7.5	0	0	0	0	1.5	9.0	0	1.5	1.5	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	0	3.0	7.5	0	7.5	0	7.5	7.5	7.5	0	7.5	0	0	7.5	0	7.5
Ankrd6	0	-1.5	0	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5	0	0.5	0	1.5	-0.5	-3.5	0	0	0	0	1.5	-0.5	-1.5	0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	-0.5	0.5	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0.5	-0.5	0.5	0.5	-0.5	0.5	-0.5
Anln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32a	0	0	1.5	3.0	3.0	3.0	3.0	6.0	6.0	0	0	7.5	0	0	1.5	0	4.5	7.5	0	0	1.5	1.5	0	7.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.5	1.5	0	0	0	0	0	7.5	0	0	0	3.0	7.5	0	7.5	1.5	7.5	7.5	7.5	0	7.5	0	0	7.5	0	7.5
Anxa1	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa2	0	0	1.5	0	0	0	0	3.0	3.0	0	1.0	3.0	0	0	3.0	0	0	3.0	0.5	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	1.5	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Anxa6	0	0	0	3.0	1.5	1.5	1.5	1.5	1.5	1.5	0	4.5	0	0	1.5	0	1.5	10.5	0	0	1.5	0	0	4.5	1.5	0	1.5	1.5	1.5	3.0	0	0	1.5	1.5	0	4.5	4.5	0	0	0	0	0	0	1.5	0	0	0	0	0	4.5	0	0	0	1.5	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Ap1m2	0	0	0	-3.0	-4.5	-4.5	-4.5	-3.0	-3.0	-1.5	0	-4.5	0	0	-0.5	0	-1.5	-12.0	0	-1.5	-3.0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	0	0	0	0	0	-4.5	0	0	0	-1.5	-4.5	0	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Aph1b	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	-3.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Aph1c	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	-3.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Apobec3	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.5	0	9.5	0	0	1.5	0	0	0	2.0	0	0	1.5	1.5	1.5	0	0	1.5	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.5	2.0	0	2.0	1.5	2.0	2.0	2.0	0	2.0	0	0	2.0	0	2.0
Apobec4	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aprt	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Aqp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Arap2	0	0	0	0	0	0	0	-3.0	-3.0	-6.0	0	-3.0	0	0	0	0	-0.5	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.5	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Arap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf3	0	0	0	0	0	0	0	1.5	1.5	1.5	0	1.5	0	0	0	0	1.5	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Arhgap27	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Arhgap6	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	1.5	0
Arhgef10	0	-1.5	0	0	0	0	0	-4.5	-4.5	0	0	-4.5	0	0	0	0	0	-3.0	0	0	0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	-1.5	0	0	0	0	0	-4.5	0	0	0	0	-4.5	0	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Arhgef15	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef17	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	-8.0	0	-1.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	-1.5	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Arhgef2	0	0	0	0	0	0	0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef26	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef9	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Arl15	0	0	0	0	0.5	0.5	0.5	1.0	1.0	0	0	3.0	0	0	1.5	0	3.5	3.0	0	0.5	0.5	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	1.5	0	0	0.5	0	0	0	0	0	0	3.0	0	0	0	0	3.0	1.5	3.0	0.5	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Arl3	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Arl4d	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
Arl5c	0	0	0	-1.5	-3.0	-3.0	-3.0	-1.5	-1.5	0	0	-3.0	0	0	-0.5	0	0	-4.5	0	0	-1.5	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	-3.0	0	0	0	0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Armc2	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	-1.5	0	0	0	0	-0.5	0	0	-1.5	0	0	0	-1.5	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	-4.5	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	-0.5	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Armcx4	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrb2	0	0	0	3.0	4.5	4.5	4.5	1.5	1.5	0	0	4.5	0	0	0	0	1.5	1.5	0	1.5	1.5	0	0	4.5	0	0	0	0	0	3.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	4.5	0	1.5	1.5	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Art3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
