	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Rpl19	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rpl21	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rpl22	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0
Rpl23	0	0	0	0	0	-0.5	0	0	0	0	0
Rpl23a	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rpl24	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Rpl27	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rpl27a	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Rpl28	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Rpl29	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Rpl3	0	0	0	0	0	0	0	0	-0.5	0	0
Rpl31	0	0	0	0	0	0	0	0	0	-0.5	0
Rpl32	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Rpl35	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Rpl35a	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0
Rpl36	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Rpl36a	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Rpl37	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Rpl37a	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Rpl38	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rpl39	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Rpl41	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Rpl6	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rpl7	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Rpl7l1	0	0	0	0.5	0	0	0.5	0	0	0	0
Rpl8	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Rplp0	0	0	-0.5	0	0	0	0	0	0	0	0
Rplp1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Rplp2	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Rps10	0	-0.5	0	0	0	-1.5	0	-1.5	0	-0.5	0
Rps11	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Rps12	0	-0.5	0	0	0	0	0	0	0	0	0
Rps13	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Rps15	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	0
Rps15a	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5
Rps16	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Rps17	0	0	0	0	0	-0.5	0	0	0	0	0
Rps18	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rps19	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rps2	0	0	0	0	0	0	0	0	0	-0.5	0
Rps21	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rps24	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Rps25	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Rps26	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Rps27a	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Rps28	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Rps29	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Rps3	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Rps4x	0	0	0	0	0	0	0	-0.5	0	0	0
Rps5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rps6ka1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Rps6ka3	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Rps6kc1	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Rps7	0	0	-0.5	0	0	0	0	0	0	0	0
Rps8	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Rps9	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Rpsa	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rraga	0	0	-0.5	0	0	0	0	0	0	0	0
Rragd	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0
Rras	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rrm1	0	-0.5	0	0	0	0	0	0	0	0	0
Rrm2	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
Rrp1	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Rrp1b	0	0	0	0	0.5	0	0	0	0	0	0
Rrs1	0	0	0	0	0.5	0	0	0	0	0	0
Rsad1	0	0	0	0	0	0	0	0	0.5	0.5	0
Rsad2	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Rsl24d1	0	0	0	0	0.5	0	0	0	0	0	0
Rtn1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rtn4	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Rufy3	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Rundc1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Rundc3b	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Runx2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-1.5	0
Runx3	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	1.5	0
Rusc2	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Rxrb	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ryk	0	0	0	0.5	0	0	0.5	0	0	0	0
Ryr3	0	0	0	0	0	0.5	0	0	0	0	0
S100a10	1.5	0	0	1.5	0	0.5	0.5	0.5	0	0.5	0
S100a4	0	0	0	0	0	0.5	0	0.5	0	0.5	0
S100a6	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Samd1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Samd4	0.5	0	0	0.5	0	0	0	0.5	0	0	0
Samhd1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Samsn1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Sap30	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Sap30bp	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0
Sarnp	0	0	0	0	0	0	0	0.5	0	0	0
Sash1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Sash3	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Sass6	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Sat1	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Sbno2	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Scaf4	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Scaf8	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Scai	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	-0.5
Scarb1	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Scd1	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0	0
Scel	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Scin	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Scmh1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Scnm1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Scube3	0	0	0	0	1.5	0	0	0	0	0	0
Scyl2	0	0	0	0	0	0	0	0.5	0	0.5	0
Sdc4	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Sdcbp2	0.5	0	0	1.5	0	0	0	0.5	0	0.5	0
Sdf2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sdf2l1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Sdhaf1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Sec24d	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Sec61b	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Sell	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Selp	0	0	0	0	0.5	0	0	0.5	0	0	0
Sema3f	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Sema4a	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Sema4b	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Sema4c	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Sema4f	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0
Sema5a	0	0.5	0	0	0	0	0	0	0	0.5	0
Sema6b	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Sema7a	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0
Senp2	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Senp6	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Senp7	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Sept1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sept6	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	-0.5
Sept7	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Serac1	0	0	0	0	0	0	0	0	0	0.5	0
Serinc1	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Serpina3g	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Serpina3n	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Serpinb1a	0	0	0	0	0	0	0.5	0.5	0	0	0
Serpinb2	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Serpinb6a	0	0	0	0.5	0	0.5	0	0.5	0	0	0
Serpinb6b	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Serpine2	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Serpine3	0	0	0	0.5	0	0	0.5	0	0	0	0
Serpinf1	0	0	0	0	0	0	0	0	0	0.5	0
Sertad2	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Sesn1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sesn2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Sestd1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0
Setd6	0	0	0	0	0	0	0	0	0.5	0	0
Sf3b5	0	-0.5	0	0	0	0	0	0	0	0	0
Sfmbt1	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Sfn	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Sft2d1	0	0	0	0	0	0	0	-0.5	0	0	0
Sft2d2	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Sft2d3	0	0	0	0	0.5	0	0	0	0	0	0
Sfxn2	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	0
Sfxn3	0	0	0	0	0	0	0	0.5	0	0.5	0
Sfxn5	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Sgk3	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Sgms2	0	0	0	0	0	0	0	0.5	0	0	0
Sgpl1	0.5	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Sgsm3	0	0.5	0	0	0	0	0	0.5	0	0.5	0
Sgtb	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Sh2b2	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Sh2d3c	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sh2d4b	0	0	0	0.5	0	0	0	0.5	0.5	0	0
Sh3bp1	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Sh3bp2	0.5	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Sh3bp5	0	0	0	0	0	0	0	0.5	0	0	0
Sh3d19	0	0	0	0	0	0	0.5	0	0	0	0
Sh3gl1	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Sh3glb2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sh3pxd2b	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Shank1	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Sharpin	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5
Shkbp1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Siah1a	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Siglece	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Sik3	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Sipa1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Sipa1l2	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Sirpa	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sirpb1a	0	0	0	0	0	0	0	-0.5	0	0	0
Sirpb1b	0	0	0	0	0	0	0	-0.5	0	0	0
Sirt1	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Siva1	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Ska1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Skint3	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Slamf7	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Slc10a1	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Slc10a7	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Slc11a2	0	0.5	0	0.5	0.5	0.5	0	0.5	0	0	0
Slc12a4	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Slc12a5	0	0	0	0	0	0	0	0	-0.5	0	0
Slc12a6	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Slc12a9	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Slc13a3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Slc15a4	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Slc16a1	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Slc16a3	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Slc1a2	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Slc1a4	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Slc20a1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Slc22a23	0	0.5	0	0	0.5	0	0	0	0.5	0	0
Slc22a4	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0
Slc24a3	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0
Slc25a10	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Slc25a11	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Slc25a12	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Slc25a22	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Slc25a23	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Slc25a24	0	0	0	0.5	0	0.5	0.5	0	0	0.5	0
Slc25a28	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Slc25a33	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Slc25a37	0.5	0	0	0	0	0	0	0.5	0.5	0.5	0
Slc25a38	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Slc25a42	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Slc25a45	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Slc25a46	0	0	0	0	0.5	0	0	0	0	0	0
Slc26a2	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Slc26a9	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Slc28a2	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Slc29a1	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Slc29a3	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0
Slc30a1	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0
Slc35c1	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	0
Slc35c2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Slc35d2	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Slc35e4	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0
Slc35f5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Slc37a3	0	0.5	0	0.5	0.5	0	0.5	0	0.5	0.5	0
Slc38a1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Slc39a14	0.5	0	0	1.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Slc41a2	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Slc41a3	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Slc43a3	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Slc44a1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Slc44a2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Slc44a5	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Slc46a3	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Slc4a11	0	0	0	0	0	0.5	0	0.5	0	0	0
Slc4a1ap	0	0	0	0	0	0	0	0	0.5	0	0
Slc50a1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Slc5a6	0	-0.5	0	0	0	-1.5	0	-1.5	-0.5	-1.5	0
Slc6a6	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Slc7a1	0	0.5	0	0.5	0.5	0	0	0	0	0	0
Slc7a11	0	0	0	0	0	0	0.5	0.5	0.5	0	0
Slc7a7	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Slc7a8	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Slc8a2	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0
Slc9a3r2	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0
Slc9a4	0	0	0	0	0	0	0.5	0	0	0	0
Slco2b1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Slco3a1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Slfn10-ps	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Slfn2	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Slfn5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Smad3	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Smc2	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0
Smchd1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Smek2	0	0	0	0	0	0	0	0.5	0	0	0
Smg6	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Smndc1	0	0	0	0	0	0	0	0.5	0	0.5	0
Smox	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0
Smpd1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Smpdl3a	0	0	0	0	0	-0.5	0	0	0	0	0
Sms	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0	0
Smtn	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Smyd2	0	0.5	0	0	0.5	0	0	0	0	0	0
Snap29	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Sned1	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Snhg12	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Snn	0	0	0	0	0.5	0.5	0	0	0	0	0
Snora65	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Snord89	0	0	0	0	0	0	0	-0.5	0	0	0
Snph	0.5	0	0	1.5	0	0	0	0.5	0	0.5	0
Snrpd2	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Snrpg	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Sntb1	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Sntb2	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0	0
Snx16	0	0.5	0	0.5	0.5	0	0	0.5	0	0.5	0
Snx19	0	0	-0.5	0	0	0	0	0	0	0	0
Snx24	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Snx30	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Snx4	0	0	0	0	0.5	0.5	0	0	0	0	0
Snx5	0	0	0	0	0	0	0	-0.5	0	0	0
Snx8	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0	0
Socs6	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Sod1	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Sod2	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0
Sorbs1	0.5	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Sorbs3	0	0.5	0	0	0	0	0.5	0.5	0	0	0
Sort1	0	0	0	0	0	0	0	0	0	0.5	0
Sox13	0	0	0	0	0	0	0	0.5	0	0.5	0
Sox6	0	0.5	0	0	0	0	0	0	0	0	0
Sp100	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Sp110	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Sp140	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Spag5	0	0	0	0	0	-0.5	0	0	0	0	0
Spag9	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Sparc	0	0	0	0	0	0	0	0.5	0.5	0	0
Spata13	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Spc24	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Specc1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Specc1l	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Spef1	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Sphk1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Spice1	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	0
Spint2	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Spns3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Spon1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Spon2	0	0	0	0	0	0	0	0	0	0.5	0
Spred1	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Spred3	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Spry2	0	0	0	0	0.5	0	0	0	0	0	0
Spsb1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Spsb3	0	0	0	0	0	0.5	0	0.5	0.5	0	0
Sra1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Srek1ip1	0	0	0	0	0	0	0	-0.5	0	0	0
Srgap3	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Srxn1	0	0	0	0.5	0	0	0	0	0.5	0	0
Ssbp3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ssh2	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Sspo	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Ssrp1	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0
St18	0	0	-0.5	0	0	0	0	0	0	0	0
St3gal1	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
St3gal6	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
St5	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0
St6galnac2	0	0	0	0	0	0	0	0	0.5	0.5	0
St6galnac3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
St6galnac4	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
St6galnac6	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
St8sia1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Stam	0	0	0	0	0.5	0	0	0.5	0	0	0
Stam2	0	0	0	0	0.5	0	0	0	0	0	0
Stard4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Stat1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Stat2	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Stat3	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Stat4	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Stat5a	0	0.5	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Steap4	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Stil	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Stim1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Stk10	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Stk17b	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Stk32c	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Stk38	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Stk40	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Stmn1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Stx11	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Stx12	0	0	0	0	0	1.5	0.5	0.5	0	0.5	0
Stx16	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Stx17	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Stx2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Stx3	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Stx6	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Stxbp3a	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0
Stxbp6	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0
Suclg2	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Sulf1	0.5	0	0	0.5	0	0	0	0	0	0	0
Sult1a1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Sult2b1	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0
Sumo3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Surf1	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Surf6	0	0.5	0	0	0	0	0	0	0	0	0
Susd1	0	0	-1.5	-1.0	0	-1.5	0	-0.5	-0.5	-1.5	0
Suv420h2	0	0	0	0	0	0	0	-0.5	0	0	0
Suz12	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Svep1	0	0	0	0.5	0	0	0	0.5	0	0	0
Swap70	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0
Swi5	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Syce2	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Syn1	0.5	0	0	0.5	0.5	0	0	0	0	0	0
Syncrip	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Syne2	0	0.5	0	0	0	0	0.5	0	0	0	0
Synj2	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Sypl	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Sytl3	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Tab3	0	0	0	0	0	0.5	0	0.5	0	0.5	0
