	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Dos	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Dph2	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Dpm3	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Dpp3	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Dpp4	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Dpp9	0	0	0	0	0	-0.5	0	0	0	0	0
Dpy19l1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Dpysl3	0	0	0	0	0	0	0	0	0	0.5	0
Dr1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Drap1	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Drosha	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0
Dstn	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Dtl	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0
Dtnb	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Dtnbp1	0	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0
Dtx2	0	0	0	0	0	0	0	0.5	0	0	0
Dtx3l	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Dus1l	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Dusp1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Dusp10	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Dusp19	0	0	-0.5	0	0	0	0	0	0	0	0
Dusp3	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Dusp4	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Dusp6	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Dusp8	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Dut	0	0	0	0	0	-0.5	0	0	0	0	0
Dynll1	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Dynlt1a	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Dyrk1a	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
E2f3	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0
E2f7	0	0	0	0	0	-0.5	0	0	-0.5	-0.5	0
E2f8	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
E330009j07rik	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Eaf1	0	0	0	1.5	0	0	0	0	0	0.5	0
Ebag9	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ebf3	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Ebi3	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Ece1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Ech1	0	-0.5	0	0	0	0	0	-0.5	0	0	0
Echs1	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Ecscr	0	0	0	0	0	0	0	0.5	0	0.5	0
Ect2	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Ednrb	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Eea1	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Eef1b2	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Eef2k	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Eefsec	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Efna1	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Efnb2	0	0	0	0	0	0.5	0	0.5	0	0	0
Egr1	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Egr3	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ehd1	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Ehd2	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Ehf	0	0	-0.5	0	0	0	0	0	0	0	0
Ehmt2	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Eid3	0	0	0	0	0	1.5	0	0.5	0	0	0
Eif2b2	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	0
Eif2s1	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0
Eif3k	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
Eif4e	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Eif4e3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Eif5a2	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Eif6	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0
Elf2	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Ell2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Elmo2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Eln	0	0	0	0	0	0	0	0	0	0.5	0
Eltd1	0	0	0	0.5	0	0	0	0	0	0	0
Emilin1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Emilin2	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Eml5	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0
Emp1	0	0	0	0	0	0	0	0.5	0	0.5	0
Emp2	0	0	0	0	0	0.5	0	0.5	0	0	0
Emp3	0.5	0	0	0.5	0	1.5	0.5	0.5	0.5	1.5	0
Endod1	0.5	0.5	0	0.5	0.5	0	0.5	0	0.5	0.5	0
Eno2	0.5	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Enpp4	0	0	0	0	0	0	0	-0.5	0	0	0
Entpd1	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Entpd6	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Entpd7	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Epas1	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Epb4.1	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Epb4.1l1	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0
Epb4.1l2	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Epb4.1l3	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Epb4.1l4a	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Epha2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Ephx3	0	0	0	0	0	0	0	0	0.5	0	0
Epor	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Eps8	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Erc1	0	0	0	0	0.5	0.5	0	0	0.5	0	0
Ercc5	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Ercc6	0	0	0	0	0	0	0	0	0	0.5	0
Ercc8	0.5	0	0	0	0	0	0.5	0	0	0.5	0
Erg	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Ergic1	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Ern1	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Erp29	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0
Errfi1	0	0	0	0	0.5	0	0	0	0	0.5	0
Esco2	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Esd	0	0	0	0	0	0	0	0.5	0	0.5	0
Esf1	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Espl1	0	0	0	0	0	0	0	0	0	0.5	0
Esrp2	0	0	0	0	0	0	0	0.5	0	0	0
Etfb	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Etnk2	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Ets1	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Etv3	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Etv5	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Exo1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Exoc3	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Exoc5	0	0	0	0	0.5	0	0.5	0	0	0	0
Exoc6	0	0	0	0	0	0	0	-0.5	0	0	0
Exoc8	0	0.5	0	0	0.5	0	0	0	0	0.5	0
Exosc5	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Exosc7	0	0	0	0	0	0	0	0	0	-0.5	0
Ext1	1.5	0	0	1.5	0.5	0.5	0.5	0.5	0	0.5	0
Extl3	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Eya1	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Eya3	0	0	0	0	0	0.5	0	0	0.5	0	0
F13a1	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0
F2r	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0
F2rl2	0	0	0	0	0	0	0	-0.5	0	-0.5	0
F5	0	0	0	0	0	0	0.5	0.5	0	0	0
F7	0	0	0	0	0	0	0	0	0	0.5	0
F8a	0	0	0	0	0	0	0	0	0	0.5	0
Fabp2	0	0	0	0	0	0	0	-0.5	0	0	0
Fam102b	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Fam105a	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Fam114a1	1.5	0.5	0	1.5	0.5	0.5	0	0.5	0.5	0.5	0
Fam117a	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Fam117b	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Fam129b	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Fam129c	0	0	0	0	0.5	0.5	0	0	0	0	0
Fam149a	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Fam167a	0.5	0	0	0.5	0	0	0.5	0	0	0	0
Fam168a	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Fam169a	0	0	0	0	0	0	0.5	0	0	0	0
Fam173a	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0
Fam174a	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Fam179b	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Fam198b	0	0	0	0	0	0	0	0.5	0	0	0
Fam19a3	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0
Fam20a	0	0	0	0.5	0	0	0	0	0	0	0
Fam26f	0	0	0	0	0	0	0	-0.5	0	0	0
Fam46a	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Fam53a	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Fam53b	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Fam53c	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5
Fam63a	0	0	0	0	0	0.5	0.5	0	0	0.5	0
Fam72a	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Fam76a	0	0	0	0	0.5	0	0	0	0	0	0
Fam78a	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Fam83f	0	0	0	0	0.5	0	0.5	0	0	0	0
Fanca	0	0	0	0	0	0	0	-0.5	0	0	0
Fancc	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Fancd2	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Fancg	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Fas	0	0	0	0.5	0	0	0.5	0	0.5	0.5	0
Fat4	0	0	0	0	0	0.5	0	0.5	0	0	0
Fau	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Fbn1	0	0	0	0	0	0	0	0.5	0	0.5	0
Fbxl15	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Fbxl19	0	-0.5	-1.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Fbxl2	0	0	0	0	0.5	0.5	0	0	0	0	0
Fbxl20	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Fbxl22	0	0.5	0	0	0.5	0	0	0	0	0	0
Fbxl4	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Fbxo11	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Fbxo18	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Fbxo28	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Fbxo32	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Fbxo4	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Fbxo45	0	0.5	0	0	0.5	0	0	0.5	0	0	0
Fbxw17	0	0	0	0	0	-0.5	0	0	0	0	0
Fcgr4	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Fcho1	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Fchsd2	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0
Fcna	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Fcrl1	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Fcrls	0	0	0	0.5	0	0	0	0	0	0	0
Fem1b	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Fermt3	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Ffar2	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Fgd2	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Fgd4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Fgf11	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Fgfr1	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Fgl2	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Fh1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Fhl3	0.5	0.5	0	0.5	0	0	0	0.5	0.5	0.5	0
Filip1	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Fis1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Fkbp1a	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Flad1	0	0	0	0	0	0	0	-1.5	-0.5	-1.5	0
Flnc	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Flrt2	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Flt3l	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Fmr1	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Fn1	0	0.5	0	0	0.5	0	0	0	0	0.5	0
Fnbp1l	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0
Fndc1	0	0	0	0	0	0	0	0	0.5	0	0
Fndc3b	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Fndc4	0.5	0	0	0	0	0	0	0	0.5	0.5	0
Fnip2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Fos	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Fosb	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Fosl1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Foxa1	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Foxm1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Foxn2	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Foxo1	0.5	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Foxo3	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Foxp1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Foxp4	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Foxred1	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Fpr1	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Fpr2	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Frat1	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Frat2	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Frmd4b	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Frmd6	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Frs2	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Fry	0	0	0	0.5	1.5	1.5	0.5	0.5	0.5	0.5	0
Fscn2	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Fsd1l	0	0.5	0	0	0	0	0	0	0	0.5	0
Ftsj2	0	0.5	0	0	0	0	0	0.5	0.5	0	0
Fuca1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Fuca2	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Furin	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Fut4	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Fut8	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Fxr2	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Fxyd1	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0
Fyb	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Fyn	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Fyttd1	0	0.5	0	0	0	0	0	0.5	0.5	0	0
Fzd1	0	0	0	0	0	0	0	0	0	0.5	0
Fzd4	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Fzd6	0	0	0	0	0.5	0.5	0	0	0	0	0
Fzr1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
G3bp1	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Gab1	0	0.5	0	0	0.5	0	0.5	0	0	0	0
Galk2	0	0	-1.5	0	0	0	0	-0.5	0	-0.5	0
Galnt10	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Galnt6	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0
Galnt7	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Galt	0	0	-0.5	0	0	-1.5	0	-0.5	0	-0.5	0
Gan	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0
Ganc	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Gapt	0	0	0	0	0	0	0	0	0	-0.5	0
Gart	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Gas2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gas2l3	0	0	0	0	0.5	0	0	0	0	0.5	0
Gatc	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Gatsl2	0	0.5	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Gba2	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	-0.5
Gbp2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Gbp3	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Gbp4	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Gbp5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Gbp6	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Gbp8	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Gbp9	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Gca	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Gcc1	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Gclc	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0
Gcnt2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Gcsh	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Gda	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Gdpd5	0	0	-1.5	0	0	-0.5	0	-0.5	0	-0.5	0
Gfer	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Gfod1	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Gfpt1	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Gfpt2	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Gga2	0	0	0	0	0.5	1.5	0	0.5	0	0	0
Ggnbp2	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Ggt5	0	0	-0.5	0	0	0	0	0	0	0	0
Ggta1	0	0.5	0	0	0	0	0.5	0.5	0	0.5	0
Ghr	0	0	0	0	0	0	0.5	0	0	0.5	0
Ghrl	0	0	0	0	0	0	0.5	0	0	0	0
Gimap1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Gins1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Gins2	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Gins4	0	0	0	0	0	0	0	0	0	-0.5	0
Gja1	0	0	0	0	0	0	0	0.5	0	0.5	0
Gjc1	0	0	0	0	0.5	0	0	0	0	0	0
Gk5	0	0	0	0	0.5	0.5	0	0	0	0	0
Glcci1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Glis3	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0
Gls	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Gls2	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Gltscr1	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Gltscr2	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Gm11517	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0
Gm11545	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Gm12250	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gm128	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Gm14378	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Gm15760	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0
Gm15800	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Gm1966	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Gm2a	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gm3336	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Gm5148	0	0	0	0	0	0	0	-0.5	0	0	0
Gm5150	0	0	0	0	0	0	0	-0.5	0	0	0
Gm5431	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Gm561	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Gm5617	0	0	-0.5	0	0	0	0	0	0	0	0
Gm6654	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gm7120	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Gm9047	0	0	0	0	0	0.5	0	0	0.5	0	0
Gm9733	0	0	0	0	0	0	0	-0.5	0	0	0
Gmeb1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Gmfg	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gmps	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Gnai3	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Gnao1	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Gnaq	1.5	0.5	0	1.5	0.5	0.5	0.5	0.5	0.5	1.5	0
Gnb2l1	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Gng4	0	0.5	0	0	0.5	0	0	0	0	0	0
Gngt2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Golga5	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Golim4	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0
Golm1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Gon4l	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Gorab	0.5	0	0	0.5	0	0	0	0	0	0	0
Gp49a	0.5	0	0	0	0	0	0.5	0.5	0	0	0
Gpaa1	0	0	-0.5	0	0	0	0	0	0	0	0
Gpbp1	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Gpc1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Gpc6	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Gpd2	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Gpm6b	0	0	0	0	0	0	0.5	0.5	0	0	0
Gpr114	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Gpr116	0.5	0	0	0.5	0	0	0.5	0	0.5	0	0
Gpr124	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Gpr126	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Gpr137b	0	0	0	0	0	0	0	0	0.5	0	0
Gpr141	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Gpr146	0	0	0	1.5	0.5	0.5	0	0	0	1.5	0
Gpr160	0	0	0	0	0	-0.5	0	0	0	0	0
Gpr18	0	0	0	0	0	0	0	-0.5	0	0	0
Gpr33	0	0	0	0	0	0	0	-0.5	0	0	0
Gpr35	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Gpr55	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Gpr56	0.5	0.5	0	0.5	0	0.5	0	0	0.5	1.5	0
Gpr68	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Gpr84	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Gpr85	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Gpsm2	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Gpsm3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gpx1	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Gramd1b	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Gramd1c	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Gramd4	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Grap	0	0	-0.5	0	0	0	0	0	0	0	0
Grap2	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Grasp	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Grcc10	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Greb1l	0	0	0	0	0	0	0.5	0.5	0	0	0
Grhl1	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0
Grin3a	0	0	0	0	0	0	0.5	0	0	0	0
Grk5	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Grk6	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Gsdmd	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Gsg1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Gspt1	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Gsr	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Gsto1	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Gstz1	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Gtf2e2	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0
Gtf2h2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Gtf2h4	0	-0.5	-0.5	0	0	0	0	0	0	0	-0.5
Gtf2i	0	0	-0.5	0	0	-1.5	0	-0.5	-0.5	-0.5	0
Gtf2ird2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Gtf3c4	0	0	0	0	0.5	0	0	0.5	0	0	0
Gtf3c5	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0
