	Atf3	Bcl11a	Bcl6	Egr1	Egr2	Fos	Fosb	Jun	Klf4	Rreb1	Srf
Gins2	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Git1	0	0	0	0	0	-0.5	0	0	0	0	0
Glcci1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Glipr1	0.5	0	0	0	0	0	0	0	0.5	0	0
Glipr2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Glis3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gls	0	0	0	0	0	-0.5	0	0	0	0	0
Gls2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Glt25d1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Glul	0	0	0	0	0	-0.5	0	0	0	0	0
Gm11545	0	0	1.0	0.5	0	0	0	0	0.5	0	0
Gm12185	0	0	0	0.5	0	0	0	0	0	0	0.5
Gm13157	0	0	0	0	0	0	0	0	0	0	0.5
Gm15800	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Gm16515	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Gm4566	0	0	0	0	0	0	0	-0.5	0	0	0
Gm5129	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Gm5431	0	0	0	0.5	0	0	0	0	0	0	0
Gm6225	0	0	0	0.5	0	0	0	0	0	0	0
Gm9199	0	0	0	0	0	0.5	0	0	0	0	0
Gmppa	0	0	0	0.5	0	0	0	0	0	0	0
Gnat1	0	0	0	0	0	-0.5	0	0	0	0	0
Gnat3	0	0	0	0	0	0.5	0	0	0	0	0
Gng12	0	0	0	0	0	-0.5	0	0	0	0	0
Gng4	0	0	0	0	0	-0.5	0	0	0	0	0
Gnpat	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Gnptg	0	0	0	0	0	0	-0.5	0	0	0	0
Golim4	0	0	0	0.5	0	0	0	0	0	0	0.5
Golph3l	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gp49a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpc1	0	0	0	0	0	-0.5	0	0	0	0	0
Gpc6	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Gpd1l	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Gpd2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gphn	0	0	0	0.5	0	0.5	0	0	0	0	0
Gpr114	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Gpr116	0	0	0	0	0	-0.5	0	0	0	0	0
Gpr126	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpr146	0	0	0	0	0	-0.5	0	0	0	0	0
Gpr160	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpr171	0	0	0	0	0	-0.5	0	0	0	0	0
Gpr18	0	0	1.0	0	0	0	0	0	0	0	0
Gpr35	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpr56	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpr65	0.5	0	0	0	0	0	0	0	0	0	0
Gpr68	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Gpr84	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gpr85	0	0	0	0	0	-0.5	0	0	0	0	0
Gpsm2	0	0	0	0	0	-0.5	-0.5	0	0	-1.0	0
Gpx4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gramd1b	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Gramd3	0	0	0	0	0	0	0	-0.5	0	0	0
Gramd4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Grap2	0	-1.0	0	-1.0	0	-0.5	-0.5	-0.5	0	-1.0	0
Grasp	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Grb2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Grhl1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Grk6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Grn	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Grrp1	0	0	0	0	0	0	0	-0.5	0	0	0
Gse1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Gsg1	0	0	0	0.5	0	0	0	0	0.5	0	0
Gstcd	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Gstt2	0	0	0	0	0	0.5	0	0	0	0	0
Gtf2a2	0.5	0	0	0.5	0	0	0	0	0	0	0
Gtf2e2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Gtf2h2	0	0	0	0.5	1.0	0	0	0	0	1.0	0
Gtf2i	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Gtf2ird2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Gxylt1	0	0	0	0	0	-0.5	0	0	0	0	0
Gys1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
H13	0	0	0	0	0	-0.5	0	0	0	0	0
H1f0	0.5	0	0	0.5	0	0.5	0	0	0	0	0
H2-d1	0	0	0	0	0	-0.5	0	0	0	0	0
H2-eb2	0	0	0	0	0	-0.5	0	0	0	0	0
H2-k2	0	0	0	0.5	0	0.5	0	0	0	0	0
H2-m3	0.5	0	0	0.5	0	0	0	0	0.5	0	0
H2-t24	0.5	0	0	0.5	0	0.5	0	0	1.5	0	0.5
H3f3b	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
H6pd	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Hap1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Has1	0	0	0	0	0	0	-0.5	0	0	0	0
Haus1	0.5	0	1.0	0.5	0	0.5	0	0	0.5	0	0.5
Haus5	0.5	0	0	0	0	0	0	0	0.5	0	0.5
Haus8	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Havcr1	0	0	0	0	0	-0.5	0	0	0	0	0
Hbegf	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hccs	0	0	0	0	0	0.5	0	0	0	0	0
Hck	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hcls1	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Hcst	0	0	0	0	0	0	0	-0.5	0	0	0
Hdac5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hdac9	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Hdc	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Heatr5b	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Heatr6	0	0	0	0.5	0	0	0	0	0	0	0
Heg1	0	0	0	0	0	-0.5	0	0	0	0	0
Hells	0	0	0	0.5	0	0.5	0	0	0	0	0
Herpud1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hgs	0	0	0	0	0	-0.5	0	0	0	0	0
Hic1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hif1a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Hip1r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hipk2	0	0	0	0.5	0	0.5	0	0	0	0	0
Hist1h1a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hist1h1b	0	0	0	0	0	0.5	0	0	0	0	0
Hist1h2ag	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Hist1h2an	0	0	0	0	0	0.5	0	0	0	0	0
Hist1h2be	0	0	0	0	0	0.5	0	0	0	0	0.5
Hist1h2bg	0	0	0	0.5	0	0.5	0	0	0	0	0
Hist1h2bl	0	0	0	0	0	0.5	0	0	0	0	0
Hist1h3a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hist1h4i	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Hist2h2be	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Hist2h3b	0	0	0	0.5	0	0.5	0	0	0	0	0
Hist4h4	0	0	0	0.5	1.0	0	0	0	0	0	0
Hivep2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Hivep3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hk1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Hk2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hk3	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Hltf	0	0	0	0	0	0.5	0	0	0	0	0
Hlx	0	0	0	-1.0	0	-0.5	0	-0.5	0	-1.0	0
Hmgb2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hmgn2	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Hmha1	0	0	0	0	0	-0.5	0	0	0	0	0
Hmmr	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Hoga1	0	0	0	0	0	0	0	0	0.5	0	0
Homer1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Homer2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hook1	0	0	0	0.5	0	0	0	0	0	0	0
Hoxa1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Hps3	0.5	0	0	0	0	0	0	0	0.5	0	0
Hps5	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Hr	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hrc	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hs6st1	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Hsd17b4	0	0	0	0	0	-0.5	0	0	0	0	0
Hsp90aa1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hspa1a	0.5	0	0	0.5	0	0	0	0	0	0	0
Hspa1b	0	0	0	0.5	0	0.5	0	0	0	0	0
Hspa1l	0.5	0	0	0.5	0	0	0	0	0	0	0
Hspa8	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Hspbap1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hspd1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hspe1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Hsph1	0	0	0	0.5	0	0	0	0	0	0	0
Htra1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Htra3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Htra4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Hus1	0.5	0	0	0.5	0	0	0	0	0	0	0
Hyal1	0	0	0	0	0	0	-0.5	0	0	0	0
Hyal2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Icam1	0	0	0	0	0	-0.5	0	0	0	0	0
Icos	0	0	0	0.5	0	0	0	0	0	0	0
Id1	0	0	0	0	0	0	0	-0.5	0	0	0
Id2	0	0	0	0	0	-0.5	0	0	0	0	0
Id3	0	0	0	0	0	-0.5	0	0	0	0	0
Ide	0.5	0	0	0	0	0	0	0	0	0	0
Idh2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Ido1	0	0	0	0	0	0	0	0	0.5	0	0
Idua	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ier3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Iffo2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ifi47	0	0	0	0.5	0	0.5	0	0	0	0	0
Ifih1	0	0	0	0	0	0.5	0	0	0	0	0
Ifit2	0	0	0	0.5	0	0	0	0	0	0	0
Ifitm1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ifitm2	0	-1.0	0	0	0	-0.5	0	-0.5	0	-1.0	0
Ifitm3	0	0	0	0.5	0	0	0	0	0	0	0.5
Ifitm6	0	0	0	0.5	0	0	0	0	0	0	0.5
Ifnar1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ifnar2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Ifngr1	0.5	0	1.0	0.5	0	0	0	0	0.5	0	0
Ifngr2	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Igf1r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Igf2r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Igfbp7	0	0	0	0	0	0	0	-0.5	0	0	0
Igsf10	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Igsf3	0	0	0	0	0	-0.5	0	0	0	0	0
Igsf6	0	0	0	0	0	0.5	0	0	0	0	0
Igsf9	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Igtp	0	0	0	0	0	0.5	0	0	0.5	0	0
Ikbkb	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ikbke	0	0	0	0	0	-0.5	0	0	0	0	0
Ikzf1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ikzf2	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Il10	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Il10rb	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Il12rb2	0	0	0	0	0	-0.5	0	0	0	0	0
Il15ra	0	0	0	0	0	-0.5	0	0	0	0	0
Il16	0.5	0	1.0	0.5	0	0.5	0	0	0.5	0	0
Il17ra	0	0	0	0	0	0	-0.5	0	0	0	0
Il18	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Il1a	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Il1b	0	0	0	0	0	0	0	-0.5	0	0	0
Il1r1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Il1r2	0	0	0	0	0	0	0	-0.5	0	0	0
Il1rap	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Il1rn	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Il21r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Il2ra	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Il6	0	0	0	0	0	0	0	-0.5	0	0	0
Il6ra	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Il6st	0	0	0	0	0	-0.5	0	0	0	0	0
Il7r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Imp3	0	0	0	0.5	0	0.5	0	0	0	0	0
Impa2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Inf2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ing3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ino80	0	0	0	0	0	-0.5	0	0	0	0	0
Inpp4b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Inpp5a	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Inppl1	0	0	0	0	0	0	0	0	0.5	0	0
Ints5	0	0	0	0	0	-0.5	0	0	0	0	0
Ints9	0	0	0	0.5	0	0	0	0	0.5	0	0
Invs	0	0	0	0.5	0	0.5	0	0	0	0	0
Ip6k1	0	0	0	0	0	-0.5	0	0	0	0	0
Ippk	0	0	0	0	0	0	0	-0.5	0	0	0
Iqgap1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Iqgap2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Iqsec2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Irak2	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Irak3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Irf2	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Irf2bp2	0.5	0	0	0.5	0	0.5	0	0	1.5	1.0	0.5
Irs1	0	0	0	0	0	-0.5	0	0	0	0	0
Irs2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Isca2	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Ispd	0.5	0	0	0.5	0	0	0	0	0	0	0
Isy1	0	0	0	0	0	0	-0.5	0	0	0	0
Itch	0	0	0	0.5	0	0	0	0	0	0	0
Itga1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Itga5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Itga9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Itgav	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Itgb1bp1	0	0	0	0.5	0	0	0	0	0.5	0	0
Itgb8	0	0	0	0	0	-0.5	0	0	0	0	0
Itpkc	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Itprip	0	0	0	0.5	0	0	0	0	0	0	0
Itpripl1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Itsn1	0	0	0	0	0	-0.5	0	0	0	0	0
Ivd	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Izumo4	0	0	0	0	0	-0.5	0	0	0	0	0
Jkamp	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Jun	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Kank2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Kbtbd7	0	0	0	0.5	0	0.5	0	0	0	0	0
Kcnd1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Kcnd3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Kcng3	0	0	0	0	0	0	0	-0.5	0	0	0
Kcnh4	0	0	0	0	0	-0.5	0	0	0	0	0
Kcnj10	0	0	0	0.5	0	0	0	0	1.5	0	0.5
Kcnk13	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Kcnn4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Kctd20	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Kdm4a	0	0	0	0	0	-0.5	0	0	0	0	0
Kdm5b	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Kdr	0	0	0	0	0	0	0	-0.5	0	0	0
Khk	0.5	0	0	0.5	0	0	0	0	0	0	0
Khnyn	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Kif11	0	0	0	0.5	0	0	0	0	0	0	0
Kif14	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Kif15	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Kif18a	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Kif18b	0	0	0	0	0	0.5	0	0	0	0	0
Kif1a	0	0	0	0	0	-0.5	0	0	0	0	0
Kif20a	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Kif20b	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Kif21b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Kif22	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Kif2c	0	0	0	0.5	0	0.5	0	0	0	0	0
Kif4	0	0	0	0	0	0.5	0	0	0.5	0	0
Kif5c	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Kif9	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Kifc3	0	0	0	0	0	-0.5	0	0	0	0	0
Kitl	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Klf11	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Klf13	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Klf2	0.5	0	0	0.5	0	0.5	0	0	0.5	1.0	0.5
Klf3	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Klf4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Klf6	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Klf9	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Klhl18	0	0	0	0.5	0	0	0	0	0.5	0	0
Klhl2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Klhl8	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Klk8	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Klrb1b	0	0	0	0	0	0	-0.5	-0.5	0	0	0
Kmo	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Kntc1	0	0	0	0	0	0	0	0	0.5	0	0
Kpna1	0	0	0	0	0	0	0	-0.5	0	0	0
Kpna4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Krcc1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Krr1	0.5	0	0	0.5	0	0	0	0	0	0	0
Krt80	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Kynu	0	0	0	0	0	0.5	0	0	0	0	0
L3mbtl3	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Lactb	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lama2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lama3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lama5	0	0	0	0	0	-0.5	0	0	0	0	0
Lamc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lap3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Lasp1	0.5	0	1.0	0.5	0	0.5	0	0	0.5	0	0.5
Lat2	0	0	0	0	0	0	0	-0.5	0	0	0
Lats2	0	0	0	0	0	-0.5	0	0	0	0	0
Lbh	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Lck	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Lcp2	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Ldlr	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lemd2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lemd3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Leprot	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Lfng	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Lgals1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lgals2	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Lgals8	0	0	0	0	0	-0.5	0	0	0	-1.0	0
Lgmn	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lgr4	0	0	0	0	0	-0.5	0	0	0	0	0
Lifr	0	0	0	0	0	-0.5	0	0	0	0	0
Lig1	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Lilrb4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Limd2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Limk1	0.5	0	1.0	0.5	0	0	0	0	0.5	0	0.5
Lims1	0	0	1.0	0.5	0	0.5	0	0	0.5	0	0
Lipa	0	0	0	0	0	0.5	0	0	0	0	0
Lman1l	0	0	0	0	0	0	-0.5	0	0	0	0
Lmna	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lmnb1	0	0	0	0	0	-0.5	0	0	0	0	0
Lmo2	0.5	0	0	0.5	0	0	0	0	0	0	0
Lmtk2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Lnx2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Loxl2	0	0	0	0	0	0	0	-0.5	0	0	0
Lpar1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lpar2	0	0	0	0	0	-0.5	0	0	0	0	0
Lpcat2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lphn1	0	0	0	0	0	-0.5	0	0	0	0	0
Lphn2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lrch1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Lrp1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lrp2bp	0	0	0	0	0	-0.5	0	0	0	0	0
Lrp5	0	0	0	0.5	0	0.5	0	0	0	0	0
Lrp8	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lrrc1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lrrc16a	0	0	0	0	0	-0.5	0	0	0	0	0
Lrrc28	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Lrrc57	0	0	0	0	0	0.5	0	0	0	0	0
Lrrc8a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lrrc8d	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lrrfip1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lrrfip2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Lrrk2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Lrwd1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Lsr	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Ltb4r1	0	0	0	0	0	-0.5	0	0	0	0	0
Ltbp3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ltbp4	0	0	0	0	0	-0.5	0	0	0	0	0
Ltc4s	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Luzp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ly6e	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Ly9	0	0	0	0.5	0	0.5	0	0	0	0	0
Lyst	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Lyz1	0	0	0	0	0	0	0	-0.5	0	0	0
Lyz2	0	0	0	0	0	0	0	-0.5	0	0	0
Lztfl1	0.5	0	0	0	0	0.5	0	0	0	0	0
Mad2l1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Madd	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Magee1	0	0	0	0	0	-0.5	0	0	0	0	0
Mall	0	0	0	0	0	-0.5	0	0	0	0	0
Malt1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mamdc2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Maml3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Man1a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Man1c1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Man2a2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mansc1	0	0	0	0	0	0	0	0	0.5	0	0.5
Map1lc3a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Map2k3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Map2k6	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Map3k1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Map3k14	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Map3k15	0	0	0	0.5	0	0	0	0	0	0	0
Map3k9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Map4k1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Map4k2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Map4k4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mapk14	0.5	0	0	0.5	1.0	0.5	0	0	0.5	1.0	0
Mapk6	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mapk8ip3	0	0	0	0	0	-0.5	0	0	0	0	0
Mapkap1	0	0	0	0.5	0	0	0	0	0	0	0
Mapkapk3	0	0	0	0	0	-0.5	0	0	0	0	0
Mapre2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
March7	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Marcks	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Marveld2	0	0	0	0	0	-0.5	0	0	0	0	0
Mast4	0	-1.0	0	-1.0	0	-0.5	-0.5	-0.5	0	0	0
Mat2b	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Mbd4	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Mblac2	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mbnl2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mbp	0	0	0	-1.0	0	-0.5	-0.5	-0.5	0	0	0
Mbtps2	0	0	0	0	0	0.5	0	0	0	0	0
Mcf2l	0	0	0	0	0	-0.5	0	0	0	0	0
Mcm10	0.5	0	0	0	0	0.5	0	0	0	0	0
Mcm2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mcm5	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Mcoln2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mctp2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mdc1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mdh2	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Mdn1	0	0	0	0	0	0	0	-0.5	0	0	0
