	Atf3	Bcl11a	Bcl6	Egr1	Egr2	Fos	Fosb	Jun	Klf4	Rreb1	Srf
Rbm43	0	0	0	0.5	0	0	0	0	0	0	0
Rbm44	0	0	0	0.5	0	0	0	0	0	0	0.5
Rbpms	0	0	0	0	0	-0.5	0	0	0	0	0
Rcan1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rcan2	0	0	0	0	0	0	0	-0.5	0	0	0
Rcan3	0	0	0	0	0	0	0	-0.5	0	0	0
Rccd1	0.5	0	0	0	0	0.5	0	0	0	0	0
Rcor3	0	0	0	0	0	0	-0.5	0	0	0	0
Reep3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Relb	0	0	0	0	0	-0.5	0	0	0	0	0
Rell1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Reps1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rere	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rfc2	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Rffl	0	0	0	0	0	0	-0.5	-0.5	0	0	0
Rftn1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rfx5	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Rgag4	0	0	0	0	0	0	0	-0.5	0	0	0
Rgl1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rgmb	0	0	0	0	0	-0.5	0	0	0	0	0
Rgs10	0	0	0	0.5	0	0	0	0	0	0	0.5
Rgs16	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rgs19	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rgs2	0	0	0	0.5	0	0.5	0	0	0	0	0
Rgs3	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Rgs7bp	0	0	0	0	0	-0.5	0	0	0	0	0
Rgs9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rhob	0.5	0	0	0	0	0.5	0	0	0	0	0
Rhof	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rhoh	0	0	0	0	0	0.5	0	0	0	0	0.5
Rhoj	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rhoq	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ric8	0	0	0	0	0	0	0	-0.5	0	0	0
Ric8b	0	0	0	0	0	0	0	-0.5	0	0	0
Rin2	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Rinl	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Riok3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ripk1	0	0	0	0	0	-0.5	0	0	0	0	0
Ripk2	0	0	0	0	0	-0.5	0	0	0	0	0
Rit1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rnase6	0	0	0	0	0	0.5	0	0	0	0	0
Rnasel	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rnf111	0	0	0	0	0	0	0	-0.5	0	0	0
Rnf144a	0	0	0	0	0	-0.5	0	0	0	0	0
Rnf144b	0	0	0	0.5	0	0	0	0	0	0	0
Rnf149	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rnf157	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rnf19a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rnf34	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Rnf5	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Rnf8	0	0	0	0	0	-0.5	0	0	0	0	0
Rnft1	0	0	0	0	0	-0.5	0	0	0	0	0
Rnh1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rnpep	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rnu11	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Rora	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rp2h	0	0	0	0.5	0	0	0	0	0	0	0
Rpa1	0.5	0	0	0	0	0	0	0	0.5	0	0.5
Rpe	0	0	0	0.5	0	0.5	0	0	0	0	0
Rps27l	0	0	0	0	0	0	0	-0.5	0	0	0
Rps6ka1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rps6ka5	0	0	0	0	0	-0.5	0	0	0	0	0
Rps6kc1	0	0	0	0.5	0	0	0	0	0	0	0
Rptor	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rraga	0	0	0	0.5	0	0	0	0	0	0	0.5
Rreb1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rrm2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Rsad2	0	0	0	0	0	0	0	0	0.5	0	0
Rtn1	0.5	0	1.0	0.5	0	0.5	0	0	0	0	0.5
Rundc3b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Runx2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Runx3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ryr1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
S100a10	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
S100a4	0	0	0	0	0	-0.5	0	0	0	0	0
S100a6	0	0	0	0	0	-0.5	0	0	0	0	0
Sae1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Samd4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Samsn1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sarm1	0	0	0	0.5	0	0	0	0	0.5	0	0
Sat1	0	0	0	0.5	0	0	0	0	0	0	0
Sbk1	0	0	0	0	0	-0.5	0	0	0	0	0
Sbno2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Scap	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Scd1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Scin	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Scmh1	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Scube3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sdad1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sdc4	0	0	0	0	0	0	-0.5	-0.5	0	0	0
Sdcbp2	0	0	0	0	0	0	0	-0.5	0	0	0
Sdf2l1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Sele	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sell	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Selp	0	0	0	0	0	-0.5	0	0	0	0	0
Selplg	0	0	0	0	0	-0.5	0	0	0	0	0
Sema3b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sema3f	0	0	0	0	0	-0.5	0	0	0	0	0
Sema4a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sema4b	0	0	0	0	0	0	-0.5	0	0	0	0
Sema4d	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Sema4f	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sema6b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sema6d	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sema7a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Senp7	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Sepn1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Sepsecs	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Sept9	0.5	0	0	0.5	0	0.5	0	0	1.5	1.0	0.5
Serhl	0	0	0	0	0	0	0	0	0.5	0	0.5
Serinc5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Serp1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Serpina3f	0	0	0	0	0	0	0	0	0	0	0.5
Serpina3g	0	0	0	0	0	0	0	0	0	0	0.5
Serpina3n	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Serpinb1a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Serpinb1b	0	0	0	0	0	-0.5	0	0	0	0	0
Serpinb2	0	0	0	0	0	0.5	0	0	0	0	0
Serpinb9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sertad3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sestd1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Setbp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sfi1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sfxn3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sfxn5	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Sgk1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sgk3	0	0	0	0.5	0	0.5	0	0	0	0	0
Sgms1	0.5	0	0	0.5	1.0	0.5	0	0	0.5	0	0.5
Sgms2	0	0	0	0	0	0	0	-0.5	0	0	0
Sgpp1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Sh2d3c	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Sh3bp1	0	0	0	0.5	0	0.5	0	0	0	0	0
Sh3bp2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sh3bp5	0	0	0	0	0	0	0	-0.5	0	0	0
Sh3pxd2b	0	0	0	0	0	-0.5	0	0	0	0	0
Sh3tc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Shb	0	0	0	0	0	-0.5	0	-0.5	0	0	0
She	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Shisa5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Shkbp1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Shmt2	0	0	0	0.5	0	0	0	0	0.5	0	0
Sidt2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sigirr	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Siglece	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Sik1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sik3	0	-1.0	0	0	0	-0.5	0	-0.5	0	0	0
Sipa1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Sipa1l2	0	0	0	0	0	-0.5	0	-0.5	0	-1.0	0
Ska1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Ski	0	0	0	0	0	0	-0.5	0	0	0	0
Slamf6	0	0	0	0.5	0	0	0	0	0	0	0
Slamf8	0	0	0	0.5	0	0	0	0	0	0	0
Slc10a7	0	0	0	0.5	0	0	0	0	0	0	0
Slc11a1	0	0	0	0	0	-0.5	0	0	0	0	0
Slc11a2	0	0	0	0	0	-0.5	0	0	0	0	0
Slc12a4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc12a6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Slc14a1	0	0	0	0.5	0	0	0	0	0	0	0.5
Slc16a3	0	0	0	0	0	0	-0.5	0	0	0	0
Slc16a6	0.5	0	0	0.5	0	0	0	0	0	0	0
Slc16a7	0	0	0	0	0	-0.5	0	0	0	0	0
Slc22a15	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc22a4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc22a5	0	0	0	0	0	-0.5	0	0	0	0	0
Slc24a3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc25a13	0	0	0	0.5	0	0.5	0	0	0	0	0
Slc25a20	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Slc25a26	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Slc25a37	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc25a45	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Slc29a1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Slc29a3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc2a1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc2a3	0	0	0	0	0	-0.5	0	0	0	0	0
Slc2a6	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc30a1	0	0	0	0	0	-0.5	0	0	0	0	0
Slc31a2	0	0	0	0	0	0	0	-0.5	0	0	0
Slc35a5	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Slc35b2	0	0	0	0	0	-0.5	0	0	0	0	0
Slc35c2	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Slc36a3	0	0	0	0.5	0	0.5	0	0	1.5	0	0
Slc36a4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc37a3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc38a1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc39a1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc39a14	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc41a2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Slc43a2	0	0	0	0.5	0	0.5	0	0	0	0	0
Slc44a2	0	0	0	0.5	0	0	0	0	0.5	0	0
Slc45a3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slc46a3	0	0	0	0	0	0.5	0	0	0	0	0
Slc4a4	0	0	0	0	0	0	0	-0.5	0	0	0
Slc4a8	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc6a12	0	0	0	0.5	0	0	0	0	0	0	0
Slc6a13	0	0	0	0.5	0	0	0	0	0	0	0
Slc6a6	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slc7a11	0	0	0	0	0	0	0	-0.5	0	0	0
Slc7a7	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Slc7a8	0	0	0	0.5	0	0.5	0	0	0	0	0
Slc9a7	0	0	0	0.5	0	0	0	0	0	0	0
Slco5a1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slfn10-ps	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Slfn2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Slk	0	0	0	0	0	0	0	-0.5	0	0	0
Smad3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Smad6	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Smarcal1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Smc2	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Smchd1	0	0	0	0	0	-0.5	0	0	0	0	0
Smg6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Smpdl3a	0	0	0	0	0	0.5	0	0	0.5	0	0
Sncaip	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Snhg1	0	0	0	0.5	0	0.5	0	0	0	0	0
Snhg6	0	0	0	0.5	0	0	0	0	0	0	0
Snhg7	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Sntb2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Snx18	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Snx22	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Snx27	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Snx30	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Snx6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Snx8	0	0	0	0	0	0	-0.5	-0.5	0	0	0
Soat1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Socs3	0	0	0	0	0	-0.5	0	0	0	0	0
Socs4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Socs7	0	0	0	0	0	-0.5	0	0	0	0	0
Sorbs1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sord	0	0	0	0.5	0	0	0	0	0.5	0	0
Sos2	0	0	0	0	0	-0.5	0	0	0	0	0
Sox18	0	0	0	0	0	-0.5	0	0	0	0	0
Sox5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Spag5	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Spag9	0	-1.0	0	0	0	-0.5	0	-0.5	0	0	0
Spata13	0	0	0	0	0	-0.5	0	0	0	0	0
Spata5l1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Spc24	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Specc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Specc1l	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Spen	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Sphk1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Spin1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Spn	0	0	0	0	0	0	0	-0.5	0	0	0
Spns3	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Spon1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sppl3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Spred1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Spred2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Srbd1	0	0	0	0	0	0.5	0	0	0.5	0	0
Srf	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Srgap3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Srpk2	0	0	0	0.5	1.0	0.5	0	0	0	0	0
Srxn1	0	0	0	0	0	-0.5	0	0	0	0	0
Ssbp3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Ssh1	0	0	0	0	0	-0.5	0	0	0	0	0
Ssu72	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Ssx2ip	0	0	0	0.5	0	0.5	0	0	0	0	0
St3gal1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
St3gal4	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
St5	0	0	0	0	0	-0.5	0	0	0	0	0
St6gal1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
St6galnac6	0	0	0	0	0	-0.5	0	0	0	0	0
Stab1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Stap1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Stard13	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Stard4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Stard5	0	0	1.0	0.5	0	0.5	0	0	0.5	0	0
Stat1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Stat3	0	0	0	0	0	-0.5	0	0	0	0	0
Stat4	0	0	0	0	0	-0.5	0	0	0	0	0
Stat5a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Steap3	0	0	0	0	0	-0.5	0	0	0	0	0
Stil	0	0	0	0	0	0.5	0	0	0	0	0
Stim2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Stip1	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Stk10	0	-1.0	0	0	0	-0.5	0	-0.5	0	-1.0	0
Stk11	0	0	0	0	0	-0.5	0	0	0	0	0
Stk38	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Stk39	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Stk40	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Stoml2	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ston2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Strbp	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Stt3b	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Stx11	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Stx16	0	0	0	0.5	0	0	0	0	0	0	0.5
Stx2	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Stxbp1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Stxbp3a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Stxbp6	0	0	0	0	0	0	0	-0.5	0	0	0
Sub1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Suclg2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sulf1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sulf2	0	0	0	0.5	0	0	0	0	0.5	0	0
Sult2b1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Sumo3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Sun1	0	0	0	0	0	-0.5	0	0	0	0	0
Sun2	0	0	0	0	0	-0.5	0	0	0	0	0
Surf1	0	0	0	0.5	0	0.5	0	0	0	0	0
Suv420h1	0	0	0	0	0	-0.5	0	0	0	0	0
Svep1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Svil	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Swap70	0	0	0	0	0	0	0	-0.5	0	0	0
Sympk	0	0	0	0.5	0	0.5	0	0	0	0	0
Syn1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Syngr2	0	0	0	0	0	-0.5	0	0	0	0	0
Synj2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Synrg	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Sytl3	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Tacc2	0	0	0	0	0	-0.5	0	0	0	0	0
Tacstd2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Taf6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Taf6l	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Tagap	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Taok1	0	0	0	0	0	-0.5	0	0	0	0	0
Tbc1d1	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Tbc1d10b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tbc1d24	0	0	0	0	0	0	0	-0.5	0	0	0
Tbc1d2b	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tbc1d4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tbc1d8	0	0	0	0	0	0	0	-0.5	0	0	0
Tbc1d9	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Tbck	0.5	0	0	0.5	0	0	0	0	0	0	0
Tbl1xr1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Tbx2	0	0	0	0	0	-0.5	0	0	0	0	0
Tcf19	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Tcf7	0	0	0	0	0	-0.5	0	0	0	0	0
Tcf7l1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tcirg1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Tcn2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tcp10a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tead1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tec	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tecpr2	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Tef	0	0	0	0	0	-0.5	0	0	0	0	0
Tenc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Terf2ip	0	0	0	0	0	-0.5	0	0	0	0	0
Tet2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tex14	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tex2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tfb1m	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Tfe3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tgfbi	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tgfbr2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tgm1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tgtp2	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Thbd	0	0	0	0	0	0	0	-0.5	0	0	0
Thbs1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Thumpd3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Tiam1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tifa	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Tifab	0	0	0	0.5	1.0	0	0	0	0	0	0
Timp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Timp2	0	0	0	0	0	0	0	-0.5	0	0	0
Tirap	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tjap1	0	0	0	0	0	-0.5	0	0	0	0	0
Tjp2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tk1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tle1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tle3	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Tln1	0	0	0	0.5	0	0	0	0	0.5	0	0
Tln2	0	0	0	0	0	0	0	-0.5	0	0	0
Tlr1	0	0	0	0	0	0.5	0	0	0	0	0
Tlr11	0	0	0	0	0	0.5	0	0	0	0	0
Tlr12	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Tlr2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tlr4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tlr5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tlr8	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tm6sf1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmbim1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tmbim4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmcc3	0	0	0	0.5	0	0.5	0	0	0	0	0
Tmem119	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmem123	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmem127	0	0	0	0	0	-0.5	0	0	0	0	0
Tmem131	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tmem154	0	0	0	0.5	0	0	0	0	0	0	0
Tmem170b	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Tmem176b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmem179b	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Tmem2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmem209	0	0	0	0.5	0	0	0	0	0.5	0	0
Tmem221	0	0	0	0.5	0	0	0	0	0	0	0.5
Tmem229b	0.5	0	0	0.5	0	0	0	0	0	0	0
Tmem231	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Tmem38b	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Tmem51	0	0	0	0	0	0	-0.5	0	0	0	0
Tmem62	0	0	0	0	0	-0.5	0	0	0	0	0
Tmem63a	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Tmem63b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmem65	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmpo	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Tmprss2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tmub1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Tnf	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Tnfaip6	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Tnfaip8	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tnfrsf14	0.5	0	0	0	0	0.5	0	0	0	0	0
Tnfrsf1b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tnfrsf8	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tnfrsf9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tnfsf10	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tnfsf14	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Tnfsf15	0	0	0	0	0	0	0	0	0.5	0	0
Tnfsf8	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Tnik	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Tnip1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tnip2	0	0	0	0	0	-0.5	0	0	0	0	0
Tnip3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Tnks	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
