	Cebpa	Cebpb	E2f1	E2f4	Egr1	Elf1	Elf2	Elk1	Elk3	Elk4	Erf	Ets1	Etv1	Etv3	Etv5	Etv6	Fli1	Fos	Gabpa	Hif1a	Hsf1	Hsf2	Irf1	Irf3	Irf4	Irf7	Irf8	Irf9	Klf7	Nfe2l2	Nfya	Nfyb	Nfyc	Nrf1	Pbx1	Pbx3	Rest	Rfx7	Smarcc2	Sp1	Sp2	Sp3	Sp4	Spdef	Srf	Stat1	Stat2	Stat3	Taf1	Tbp	Thap1	Ybx1	Yy1	Zfp105	Zfp143	Zfp219
Kdm4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Kif1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Kit	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Klhl8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Klri1	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Klri2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Klrk1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lin37	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25
Lin54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Lmo4	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lphn2	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lrp8	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lrrc16a	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lrrc8d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Ly6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Ly75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Lyl1	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25
Malt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Map4k4	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Mast3	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.58	0	-0.25	-0.25	-0.33	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.58	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25
Mast4	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Mavs	0	0	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0
Mcm10	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0
Mctp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Mical3	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Micall1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Mllt4	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	-0.25
Mpi	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0
Mrps31	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Mx1	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25
Mxi1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Myo1e	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Myo7a	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Narfl	0	0	-0.58	0	-0.58	-0.58	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.58	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.58	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.33	0	0	-0.25	0	0	0	0
Ncald	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Ncapd2	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.33	-0.25	-0.25	-0.25	-0.58	0	-0.25	0
Nckipsd	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0
Nde1	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25
Neb	0	0	0	0	0	-0.58	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0
Nfkbid	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25
Nrg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Nup43	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0
Oasl2	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0
Olr1	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Oma1	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0
P2ry10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Pask	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	0
Pde4d	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Pde6d	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0
Pex6	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0
Phgdh	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phldb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Phlpp1	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Pkib	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Plagl1	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Plau	0	0	-0.58	0	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0
Plcb3	0	0	-0.25	-0.25	-0.58	-0.58	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	-0.58	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.58	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.58	-0.25	0	0	-0.33	-0.25	-0.25	0	-0.58	0	-0.25	0
Plekha8	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0
Plp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Plxnc1	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Pold1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25
Polh	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25
Ppil1	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0
Prnp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Prom1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Prr5l	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Ptpn6	0	0	-0.25	-0.25	-0.58	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.58	-0.25	-0.25	-0.25	-0.33	-0.25	-0.25	-0.25	-0.58	0	-0.25	-0.25
Pvrl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip1	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Rab30	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Rab37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Rasa2	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Rasgrp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Rbbp5	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm43	0	0	-0.25	-0.25	-0.58	-0.58	0	0	0	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.58	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0
Rcc1	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	-0.58	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	-0.58	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0
Rcsd1	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	0
Relt	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25
Rgl2	0	0	-0.58	-0.25	-0.58	-0.58	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.58	0	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.58	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.33	0	-0.25	-0.25	-0.25	0	-0.25	-0.25
Rgs9	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf135	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.58	0	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0
Rnf157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Rnf166	0	0	-0.58	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.58	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0
Rnf169	0	0	-0.58	-0.25	-0.58	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.58	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25
Rnf217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.25	0	0	0	0	0	0.25	0	0
Rpp38	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
